001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
66373070,MePoLT,20250518141109.0,\\$a0674996070,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-BR 60 .A62 2003 v.1,\4$a270.1,"1\$aEhrman, Bart D.","10$aThe Apostolic Fathers, Volume I: I Clement. II Clement. Ignatius. Polycarp. Didache (Loeb Classical Library).","\1$bLoeb Classical Library,$c2003.",\\$a464  p.,"\\$aThe Apostolic Fathers, Volume I: I Clement. II Clement. Ignatius. Polycarp. Didache (Loeb Classical Library) by Bart D. Ehrman (2003)",,\\$aLoeb,,\\$aYour library,00650     2200193 i 4500
66373082,MePoLT,20250518141109.0,\\$a0674996089,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-BR 60 .A62 2003 v.2,\4$a270.1,"1\$aEhrman, Bart D.",10$aApostolic Fathers: Volume II. Epistle of Barnabas. Papias and Quadratus. Epistle to Diognetus. The Shepherd of Hermas (Loeb Classical Library No. 25N).,"\1$bLoeb Classical Library,$c2003.",\\$a496  p.,\\$aApostolic Fathers: Volume II. Epistle of Barnabas. Papias and Quadratus. Epistle to Diognetus. The Shepherd of Hermas (Loeb Classical Library No. 25N) by Bart D. Ehrman (2003),,\\$aLoeb,,\\$aYour library,00734     2200193 i 4500
66373168,MePoLT,20250518141109.0,\\$a0674995376,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3877 .A1 H46 1998 v.2,\4$a882.01,1\$aAristophanes.,10$aAristophanes: Clouds. Wasps. Peace (Loeb Classical Library No. 488).,"\1$bLoeb Classical Library,$c1998.",\\$a624  p.,\\$aAristophanes: Clouds. Wasps. Peace (Loeb Classical Library No. 488) by Aristophanes (1998),,\\$aLoeb,,\\$aYour library,00570     2200193 i 4500
66373204,MePoLT,20250518141109.0,\\$a0674995961,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3877 .A1 H46 1998 v.4,\4$a882.01,1\$aAristophanes.,10$aAristophanes: Frogs. Assemblywomen. Wealth. (Loeb Classical Library No. 180).,"\1$aLoeb Classical Library (2002), Edition$b annotated edition, Hardcover, 608 pages,$c2002.",\\$a608  p.,\\$aAristophanes: Frogs. Assemblywomen. Wealth. (Loeb Classical Library No. 180) by Aristophanes (2002),,\\$aLoeb,,\\$aYour library,00646     2200193 i 4500
66373372,MePoLT,20250518141109.0,\\$a0674994817,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3892 .A4 1965 v.1,\4$a180,1\$aAristotle.,"10$aAristotle : History of Animals, Books I-III (Loeb Classical Library No. 437) (Bk. 1-3).","\1$bLoeb Classical Library,$c1965.",\\$a352  p.,"\\$aAristotle : History of Animals, Books I-III (Loeb Classical Library No. 437) (Bk. 1-3) by Aristotle (1965)",,\\$aLoeb,,\\$aYour library,00595     2200193 i 4500
66373383,MePoLT,20250518141109.0,\\$a0674994825,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3892 .A4 1965 v.2,\4$a591.09014,1\$aAristotle.,"10$aAristotle : History of Animals, Books IV-VI (Loeb Classical Library No. 438) (Bk. 4-6).","\1$bLoeb Classical Library,$c1970.",\\$a432  p.,"\\$aAristotle : History of Animals, Books IV-VI (Loeb Classical Library No. 438) (Bk. 4-6) by Aristotle (1970)",,\\$aLoeb,,\\$aYour library,00601     2200193 i 4500
66373441,MePoLT,20250518141109.0,\\$a0674993578,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3892 .A5 1961,\4$a590,1\$aAristotle.,10$aAristotle: Parts of Animals. Movement of Animals. Progression of Animals (Loeb Classical Library No. 323).,"\1$aLoeb Classical Library (1937), Edition$b Revised, Hardcover, 560 pages,$c1937.",\\$a560  p.,\\$aAristotle: Parts of Animals. Movement of Animals. Progression of Animals (Loeb Classical Library No. 323) by Aristotle (1937),,\\$aLoeb,,\\$aYour library,00677     2200193 i 4500
66373472,MePoLT,20250518141109.0,\\$a0674993594,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3893 .C5 1938,\4$a885.01,1\$aAristotle.,10$aAristotle: Categories. On Interpretation. Prior Analytics (Loeb Classical Library No. 325).,"\1$bLoeb Classical Library,$c1938.",\\$a560  p.,\\$aAristotle: Categories. On Interpretation. Prior Analytics (Loeb Classical Library No. 325) by Aristotle (1938),,\\$aLoeb,,\\$aYour library,00602     2200193 i 4500
66373511,MePoLT,20250518141109.0,\\$a0674995635,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3893 .P5 1995,\4$a808.2,1\$aAristotle.,10$aAristotle:Poetics.; Longinus: On the Sublime; Demetrius: On Style (Loeb Classical Library No. 199).,"\1$aLoeb Classical Library (1995), Edition$b Revised, Hardcover, 544 pages,$c1995.",\\$a544  p.,\\$aAristotle:Poetics.; Longinus: On the Sublime; Demetrius: On Style (Loeb Classical Library No. 199) by Aristotle (1995),,\\$aLoeb,,\\$aYour library,00665     2200193 i 4500
66373537,MePoLT,20250518141110.0,\\$a0674993497,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3893 .P9 1936 v.1,\4$a885.01,1\$aAristotle.,"10$aAristotle: Problems, Books 1-21 (Loeb Classical Library No. 316) (Bks. 1-21).","\1$aLoeb Classical Library (1936), Edition$b Revised, Hardcover, 480 pages,$c1936.",\\$a480  p.,"\\$aAristotle: Problems, Books 1-21 (Loeb Classical Library No. 316) (Bks. 1-21) by Aristotle (1936)",,\\$aLoeb,,\\$aYour library,00626     2200193 i 4500
66373560,MePoLT,20250518141110.0,\\$a0674992121,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3893 .R3 1926,\4$a888.01,1\$aAristotle.,10$aAristotle: Art of Rhetoric (Loeb Classical Library No. 193).,"\1$bLoeb Classical Library,$c1926.",\\$a544  p.,\\$aAristotle: Art of Rhetoric (Loeb Classical Library No. 193) by Aristotle (1926),,\\$aLoeb,,\\$aYour library,00540     2200193 i 4500
66615237,MePoLT,20250518141110.0,\\$a0674992970,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3900 .A2 1976 v.2,\4$a938.070924,1\$aArrian.,"10$aArrian: Anabasis of Alexander, Books 5-7. Indica. (Loeb Classical Library No. 269).","\1$aLoeb Classical Library (1983), Edition$b Revised Text and Translation, Hardcover, 608 pages,$c1983.",\\$a608  p.,"\\$aArrian: Anabasis of Alexander, Books 5-7. Indica. (Loeb Classical Library No. 269) by Arrian (1983)",,\\$aLoeb,,\\$aYour library,00657     2200193 i 4500
66615421,MePoLT,20250518141110.0,\\$a0674996240,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3937 .A2 1927 v.3,\4$a888.01,1\$aAthenaeus.,"10$aThe Learned Banqueters, Vol. 3: Books 6-7 (Loeb Classical Library) (Books VI-VII v. 3).","\1$aLoeb Classical Library (2008), Edition$b Bilingual, Hardcover, 592 pages,$c2008.",\\$a592  p.,"\\$aThe Learned Banqueters, Vol. 3: Books 6-7 (Loeb Classical Library) (Books VI-VII v. 3) by Athenaeus (2008)",,\\$aLoeb,,\\$aYour library,00648     2200193 i 4500
66615429,MePoLT,20250518141110.0,\\$a0674996321,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3937 .A2 1927 v.5,\4$a809,1\$aAthenaeus.,"10$aThe Learned Banqueters, V, Books 10.420e-11 (Loeb Classical Library).","\1$bLoeb Classical Library,$c2009.",\\$a528  p.,"\\$aThe Learned Banqueters, V, Books 10.420e-11 (Loeb Classical Library) by Athenaeus (2009)",,\\$aLoeb,,\\$aYour library,00559     2200193 i 4500
66615440,MePoLT,20250518141110.0,\\$a0674996739,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3937 .A2 1927 v.7,\4$a809,1\$aAthenaeus.,"10$aThe Learned Banqueters, Volume VII: Books 13.594b-14 (Loeb Classical Library).","\1$bLoeb Classical Library,$cno date.",\\$a416  p.,"\\$aThe Learned Banqueters, Volume VII: Books 13.594b-14 (Loeb Classical Library) by Athenaeus (no date)",,\\$amissing,,\\$aYour library,00586     2200193 i 4500
66615638,MePoLT,20250518141110.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3944 .B2 1926,\4$a270.2,"1\$aBasil, Saint.","10$aThe Letters, vols. 1-4.",,,"\\$aThe Letters, vols. 1-4 by Saint Basil (1961)",,\\$aLoeb$a4 vols,,\\$aYour library,00380     2200157 i 4500
66615693,MePoLT,20250518141110.0,\\$aPA 3612x 3944 .,\\$aMePoLT$cMePoLT$erda,\4$aPA3612.B45,\4$a920,"1\$aBasil, Saint.",10$aThe Letters. Volume III..,,,\\$aThe Letters. Volume III. by Saint Basil (1962),,\\$aLoeb$aDUP$aREMOVE,,\\$aYour library,00408     2200169 i 4500
66615810,MePoLT,20250518141110.0,\\$a0674991036,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3948 .C4 1919,\4$a239.1,"1\$aAlexandria, Clement of.",10$aClement of Alexandria: The Exhortation to the Greeks. The Rich Man's Salvation. To the Newly Baptized (fragment) (Loeb Classical Library).,"\1$bLoeb Classical Library,$c1919.",\\$a432  p.,\\$aClement of Alexandria: The Exhortation to the Greeks. The Rich Man's Salvation. To the Newly Baptized (fragment) (Loeb Classical Library) by Clement of Alexandria (1919),,\\$aLoeb,,\\$aYour library,00720     2200193 i 4500
66615834,MePoLT,20250518141110.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3612 .L6 1916,\4$a883.01,,00$aLoeb Classical Library: Daphnis & Chloe and the Love Romances of Parthenius and other Fragments.,"\1$bHeinemann,$c1916.",,\\$aLoeb Classical Library: Daphnis & Chloe and the Love Romances of Parthenius and other Fragments (1916),,\\$aLoeb$aCHECK,,\\$aYour library,00510     2200157 i 4500
66615930,MePoLT,20250518141110.0,\\$a0434992992,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3949 .A2 v.4 1936,\4$a885.01,1\$aDemosthenes.,10$aPrivate Orations: XXVII-XL (Loeb Classical Library).,"\1$bWilliam Heinemann Ltd,$c1935.",\\$a608  p.,\\$aPrivate Orations: XXVII-XL (Loeb Classical Library) by Demosthenes (1935),,\\$aLoeb,,\\$aYour library,00531     2200193 i 4500
66615938,MePoLT,20250518141110.0,\\$a0674993306,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3949 .A2 v.3 1935,\4$a885.01,1\$aDemosthenes.,10$aDemosthenes: Against Meidias. Against Androtion. Against Aristocrates. Against Timocrates. Against Aristogeiton 1 and 2 (21-26). (Loeb Classical Library No. 299) (v. 3).,"\1$bLoeb Classical Library,$c1935.",\\$a608  p.,\\$aDemosthenes: Against Meidias. Against Androtion. Against Aristocrates. Against Timocrates. Against Aristogeiton 1 and 2 (21-26). (Loeb Classical Library No. 299) (v. 3) by Demosthenes (1935),,\\$aLoeb,,\\$aYour library,00766     2200193 i 4500
66615952,MePoLT,20250518141110.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3949 .A2 v.6 1939,\4$a885.01,"1\$aMurray, A. T.",10$aDemosthenes VI Private Orations L-LVIII in Neaeram LIX (Loeb Classical Library).,"\1$bHarvard University Press,$c1956.",,\\$aDemosthenes VI Private Orations L-LVIII in Neaeram LIX (Loeb Classical Library) by A. T. Murray (1956),,\\$aLoeb$a2 copies,,\\$aYour library,00551     2200169 i 4500
69267402,MePoLT,20250518141110.0,\\$a2226036164,\\$aMePoLT$cMePoLT$erda,\4$aDC 138 .M67 1989,\4$a944.04,"1\$aMoss&eacute;, Claude.",10$aL'Antiquit&eacute; dans la R&eacute;volution fran&ccedil;aise.,"\1$bAlbin Michel,$c1989.",\\$a169  p.,\\$aL'Antiquit&eacute; dans la R&eacute;volution fran&ccedil;aise by Claude Moss&eacute; (1989),,,,\\$aYour library,00481     2200181 i 4500
69267733,MePoLT,20250518141111.0,,\\$aMePoLT$cMePoLT$erda,\4$aDC 62 .F54 1992,\4$a936.4,"1\$aDrinkwater, J. F. (Edt)/ Elton, Hugh (Ed.",10$aFifth-Century Gaul.,"\1$bCambridge Univ Pr 01/1//1992,$c1992.",,"\\$aFifth-Century Gaul by J. F. (Edt)/ Elton Drinkwater, Hugh (Ed (1992)",,,,\\$aYour library,00446     2200157 i 4500
69267846,MePoLT,20250518141111.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3892 .A2 F65 1951,\4$a128.1,1\$aAristotle.,10$aDe anima: in the version of William of Moerbeke and the commentary of St. Thomas Aquinas.,,\\$a504  p.,\\$aDe anima: in the version of William of Moerbeke and the commentary of St. Thomas Aquinas by Aristotle (1951),,,,\\$aYour library,00501     2200157 i 4500
69267873,MePoLT,20250518141111.0,\\$a3598778120,\\$aMePoLT$cMePoLT$erda,\4$aNA 5551 .S2 L56 2004,\4$a271.1,"1\$aLinscheid-Burdich, Susanne.",10$aSuger Von Saint-Denis. Untersuchungen zu seinen Schriften. Ordinatio - De consecratione - De administratione..,"\1$bK.G. Saur (An Impint of Walter de Gruyter),$c2004.",\\$a268  p.,\\$aSuger Von Saint-Denis. Untersuchungen zu seinen Schriften. Ordinatio - De consecratione - De administratione. by Susanne Linscheid-Burdich (2004),\\$aBeitr&auml;ge zur Altertumskunde 200.,,,\\$aYour library,00720     2200193 i 4500
69267950,MePoLT,20250518141111.0,\\$a9004056238,\\$aMePoLT$cMePoLT$erda,\4$aPA 3892 .G6 A2 1956,,1\$aAverro&euml;s.,10$aCommentarium medium in Aristotelis De generatione et corruptione libros. / Rencensuit Franciscus Howard Fobes adiuvante Samuele Kurland.,,,\\$aCommentarium medium in Aristotelis De generatione et corruptione libros. / Rencensuit Franciscus Howard Fobes adiuvante Samuele Kurland by Averro&euml;s (1956),,,,\\$aYour library,00583     2200145 i 4500
69268100,MePoLT,20250518141111.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3892 .A2 A2 1953,\4$a128,1\$aAverro&euml;s.,10$aCommentarium magnum in Aristotelis De anima libros.,,\\$axxiv; 592  p.,\\$aCommentarium magnum in Aristotelis De anima libros by Averro&euml;s (1953),,,,\\$aYour library,00428     2200157 i 4500
69268119,MePoLT,20250518141111.0,,\\$aMePoLT$cMePoLT$erda,\4$aBS 1965 .A7 1966,\4$a225.48,"1\$aTestament, Greek New.","10$aThe Greek New Testament Edited by Kurt Aland, Matthew Black, Bruce M. Metzger, Allen Wikgren.","\1$bAmerican Bible Society / British & Foreign Bible Society,$c1966.",,"\\$aThe Greek New Testament Edited by Kurt Aland, Matthew Black, Bruce M. Metzger, Allen Wikgren by Greek New Testament (1966)","\\$aThis book has an introduction in a separate volume, which does not have a call-number.  It is a little red  staple-bound paperback.",,,\\$aYour library,00732     2200169 i 4500
69268135,MePoLT,20250518141111.0,\\$a019814508X,\\$aMePoLT$cMePoLT$erda,\4$aPA 3892 .A2 1956,\4$a128,1\$aAristotle.,10$aAristotelis De anima.,,\\$aix; 110  p.,\\$aAristotelis De anima by Aristotle (1956),,,,\\$aYour library,00390     2200169 i 4500
69268515,MePoLT,20250518141111.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 25 .B555 1914,,"1\$aBesnier, M.",10$aLexique de ge&#769;ographie ancienne.,"\1$aParis $b C. Klincksieck, 1914.",\\$axx; 893  p.,\\$aLexique de ge&#769;ographie ancienne by M. Besnier (1914),,,,\\$aYour library,00416     2200157 i 4500
69268517,MePoLT,20250518141111.0,\\$a0198145071,\\$aMePoLT$cMePoLT$erda,\4$aPA 3891 .C4 1949,\4$a809,1\$aAristotle.,10$aAristotelis categoriae et liber de interpretatione.,,\\$a96  p.,\\$aAristotelis categoriae et liber de interpretatione by Aristotle (1949),,,,\\$aYour library,00445     2200169 i 4500
69268552,MePoLT,20250518141111.0,\\$a0500202443,\\$aMePoLT$cMePoLT$erda,\4$aNK 4649 .B625 1988,\4$a738.3/82/09385,"1\$aBoardman, John.","10$aAthenian red figure vases, the classical period : a handbook.","\1$aNew York, N.Y. $b Thames and Hudson, c1989.",\\$a252  p.,"\\$aAthenian red figure vases, the classical period : a handbook by John Boardman (1989)",,,,\\$aYour library,00548     2200181 i 4500
69268559,MePoLT,20250518141111.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 25 .K9 1956,,"1\$aKirsten, Ernst; Kraiker, Wilhelm.",10$aGriechenlandkunde : ein Fu&#776;hrer zu klassischen Sta&#776;tten.,"\1$aHeidelberg $b Winter, 19XX",,"\\$aGriechenlandkunde : ein Fu&#776;hrer zu klassischen Sta&#776;tten by Ernst; Kraiker Kirsten, Wilhelm (1956)",,,,\\$aYour library,00475     2200145 i 4500
69268709,MePoLT,20250518141111.0,\\$a019814797X,\\$aMePoLT$cMePoLT$erda,\4$aNK 4648 .T37 1992,\4$a738.3/82/0938,"1\$aTaplin, Oliver.",10$aComic angels : and other approaches to Greek drama through vase-paintings.,"\1$aOxford : New York $b Clarendon Press ; Oxford University Press, 1992.",\\$axii; 129  p.,\\$aComic angels : and other approaches to Greek drama through vase-paintings by Oliver Taplin (1992),,,,\\$aYour library,00603     2200181 i 4500
69268930,MePoLT,20250518141111.0,\\$a0564021199,\\$aMePoLT$cMePoLT$erda,\4$aBS 1975 .W52 1979,\4$a225.47,1\$aJerome.,10$aNew Testament. Latin (Vulgate) New Testament. Ed. J. Wordsworth and H. J. White.,,,\\$aNew Testament. Latin (Vulgate) New Testament. Ed. J. Wordsworth and H. J. White by Jerome (?),,\\$amissing,,\\$aYour library,00499     2200169 i 4500
69268934,MePoLT,20250518141111.0,,\\$aMePoLT$cMePoLT$erda,\4$aNK 4645 .S32 1964,,"1\$aSchefold, Karl.",10$aFr&uuml;hgriechische Sagenbilder.,,\\$a109  p.,\\$aFr&uuml;hgriechische Sagenbilder by Karl Schefold (1964),,,,\\$aYour library,00373     2200145 i 4500
69268980,MePoLT,20250518141112.0,\\$a1149252650,\\$aMePoLT$cMePoLT$erda,\4$aPA 3892 .M2 1846,,1\$aAristotle.,"10$aAristotelis De Melisso, Xenophane Et Gorgia Disputationes, Cum Eleaticorum Philosophorum Fragmentis Et Ocelli Lucani, Qui Fertur, De Universi Natura Libello ... Est F.G.a. Mullachius (Latin Edition).",,\\$a252  p.,"\\$aAristotelis De Melisso, Xenophane Et Gorgia Disputationes, Cum Eleaticorum Philosophorum Fragmentis Et Ocelli Lucani, Qui Fertur, De Universi Natura Libello ... Est F.G.a. Mullachius (Latin Edition) by Aristotle (1846)",,,,\\$aYour library,00722     2200157 i 4500
69269343,MePoLT,20250518141112.0,,\\$aMePoLT$cMePoLT$erda,\4$aNK 4645 .B9 1925,\4$a738.3,"1\$aBuschor, Ernst.",10$aGriechische Vasen Malerei.,,\\$a293  p.,\\$aGriechische Vasen Malerei by Ernst Buschor (1925),,,,\\$aYour library,00380     2200157 i 4500
69269354,MePoLT,20250518141112.0,\\$a0198149565,\\$aMePoLT$cMePoLT$erda,\4$aPA 4004 .A84 2007,\4$a938,"1\$aAsheri, David.",10$aA Commentary on Herodotus Books I-IV.,,\\$a800  p.,\\$aA Commentary on Herodotus Books I-IV by David Asheri (2007),,,,\\$aYour library,00426     2200169 i 4500
69269362,MePoLT,20250518141112.0,\\$a0674511735,\\$aMePoLT$cMePoLT$erda,\4$aDE 5 .L29 1999,\4$a938.003,"1\$aBowersock, G. W.",10$aLate Antiquity: A Guide to the Postclassical World (Harvard University Press Reference Library).,"\1$bBelknap Press of Harvard University Press,$c1999.",\\$a802  p.,\\$aLate Antiquity: A Guide to the Postclassical World (Harvard University Press Reference Library) by G. W. Bowersock (1999),,,,\\$aYour library,00616     2200181 i 4500
69269393,MePoLT,20250518141112.0,,\\$aMePoLT$cMePoLT$erda,\4$aBS 2104 .V63 1928,,"1\$aVogels, Heinrich Joseph.",10$aVulgatastudien; die Evangelien der vulgata untersucht auf ihre lateinische und griechische Vorlage.,,\\$aiv; 345  p.,\\$aVulgatastudien; die Evangelien der vulgata untersucht auf ihre lateinische und griechische Vorlage by Heinrich Joseph Vogels (1928),,,,\\$aYour library,00527     2200145 i 4500
69269426,MePoLT,20250518141112.0,\\$a0198145063,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P6 1920,\4$a809,1\$aAristotle.,10$aAtheniensium Respublica (Oxford Classical Texts).,,\\$a88  p.,\\$aAtheniensium Respublica (Oxford Classical Texts) by Aristotle (1920),,,,\\$aYour library,00441     2200169 i 4500
69269468,MePoLT,20250518141112.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P5 1965,\4$a808.2,1\$aAristotle.,10$aDe Arte Poetica.,,,\\$aDe Arte Poetica by Aristotle (1965),,,,\\$aYour library,00327     2200145 i 4500
69269513,MePoLT,20250518141112.0,,\\$aMePoLT$cMePoLT$erda,\4$aND 1495 .S9 R37 1970,,"1\$aReinhold, Meyer.",10$aHistory of purple as a status symbol in antiquity (Collection Latomus).,"\1$bLatomus, r. Colonel Chaltin 60;,$c1970.",,\\$aHistory of purple as a status symbol in antiquity (Collection Latomus) by Meyer Reinhold (1970),,,,\\$aYour library,00486     2200145 i 4500
69269515,MePoLT,20250518141112.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3966 .A2 1885 v.1,,1\$aDionysius of Halicarnassus.,"10$aDionysius Halicarnasei Antiquitatum Romanarum quae supersunt, vol. 1.","\1$aStuttgart$b Teubner, 1885",,"\\$aDionysius Halicarnasei Antiquitatum Romanarum quae supersunt, vol. 1 by Dionysius of Halicarnassus (1885)",\\$aA supplementary volume (same call number) is also present.,\\$a7 vols,,\\$aYour library,00589     2200169 i 4500
69269547,MePoLT,20250518141112.0,,\\$aMePoLT$cMePoLT$erda,\4$aND 130 .E8 S823 1963,\4$a759,"1\$aStenico, Arturo.",10$aRoman and Etruscan Painting (Compass History of Art series).,"\1$bViking,$c1963.",,\\$aRoman and Etruscan Painting (Compass History of Art series) by Arturo Stenico (1963),,,,\\$aYour library,00459     2200157 i 4500
69269579,MePoLT,20250518141112.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4004 .I4 1966,\4$a888.01,"1\$aImmerwahr, Henry R.",10$aForm and Thought in Herodotus.,,,\\$aForm and Thought in Herodotus by Henry R. Immerwahr (1966),,,,\\$aYour library,00374     2200145 i 4500
69269601,MePoLT,20250518141114.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3892 .A2 1907,\4$a128,1\$aAristotle.,10$aDe anima.,,\\$alxxxiii; 626  p.,\\$aDe anima by Aristotle (1907),,,,\\$aYour library,00344     2200157 i 4500
69269607,MePoLT,20250518141114.0,\\$a9004094016,\\$aMePoLT$cMePoLT$erda,\4$aBS 2395 .T385 1991,\4$a225.6/01,"1\$aHartin, P. J.",10$aText and interpretation : new approaches in the criticism of the New Testament.,"\1$aLeiden ; New York $b E.J. Brill, 1991.",\\$aviii; 326  p.,\\$aText and interpretation : new approaches in the criticism of the New Testament by P. J. Hartin (1991),,,,\\$aYour library,00576     2200181 i 4500
69269608,MePoLT,20250518141114.0,\\$a0674389859,\\$aMePoLT$cMePoLT$erda,\4$aPA 4004 .L1 1984,\4$a937,"1\$aLang, Mabel.",10$aHerodotean Narrative and Discourse.,,\\$a192  p.,\\$aHerodotean Narrative and Discourse by Mabel Lang (1984),,,,\\$aYour library,00417     2200169 i 4500
69269644,MePoLT,20250518141114.0,\\$a0520073029,\\$aMePoLT$cMePoLT$erda,\4$aPA 3966 .A5 G22 1991,\4$a937,"1\$aGabba, Emilio.",10$aDionysius and The History of Archaic Rome (Sather Classical Lectures).,,\\$a271  p.,\\$aDionysius and The History of Archaic Rome (Sather Classical Lectures) by Emilio Gabba (1991),,,,\\$aYour library,00495     2200169 i 4500
69269691,MePoLT,20250518141115.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4004 .M18 1965,,"1\$aMarg, Marg.",10$aHerodot: Eine Auswahl aus der Neueren Forschung.,,,\\$aHerodot: Eine Auswahl aus der Neueren Forschung by Marg Marg (1965),,,,\\$aYour library,00371     2200133 i 4500
69269717,MePoLT,20250518141115.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4004 .P30 1987,\4$a880,"1\$aPeradotto, John.","10$aHerodotus and the Invention of History: Arethusa, Volume 20, Numbers 1 and 2.","\1$bArethusa; SUNY Buffalo,$c1987.",,"\\$aHerodotus and the Invention of History: Arethusa, Volume 20, Numbers 1 and 2 by John Peradotto (1987)",,\\$amissing,,\\$aYour library,00530     2200169 i 4500
69269744,MePoLT,20250518141115.0,\\$a0674715659,\\$aMePoLT$cMePoLT$erda,\4$aBF 1768 .P67 1994,\4$a133.32480937,"1\$aPotter, David.",10$aProphets and Emperors: Human and Divine Authority from Augustus to Theodosius (Revealing Antiquity).,"\1$bHarvard University Press,$c1994.",\\$a296  p.,\\$aProphets and Emperors: Human and Divine Authority from Augustus to Theodosius (Revealing Antiquity) by David Potter (1994),,,,\\$aYour library,00610     2200181 i 4500
69269752,MePoLT,20250518141115.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3892 .C5 1936,\4$a113,1\$aAristotle.,10$aAristotelis De caelo: libri quattuor.,,\\$axii  p.,\\$aAristotelis De caelo: libri quattuor by Aristotle (1936),,,,\\$aYour library,00391     2200157 i 4500
69269756,MePoLT,20250518141115.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 8 .F52 1975,\4$a907.2,"1\$aFinley, Moses I.",10$aUse & Abuse of History.,"\1$bTRAFALGAR SQUARE  ,$c1987.",,\\$aUse & Abuse of History by Moses I. Finley (1975),,,,\\$aYour library,00394     2200157 i 4500
69269768,MePoLT,20250518141115.0,\\$a0199220735,\\$aMePoLT$cMePoLT$erda,\4$aBL 1790 .B7 1994,\4$a292.08,"1\$aBremmer, Jan N.",10$aGreek Religion (New Surveys in the Classics No. 24).,"\1$aOxford University Press (2006), Edition$b 1, Paperback, 132 pages,$c2006.",\\$a132  p.,\\$aGreek Religion (New Surveys in the Classics No. 24) by Jan N. Bremmer (2006),,,,\\$aYour library,00551     2200181 i 4500
69269793,MePoLT,20250518141115.0,\\$a9050634575,\\$aMePoLT$cMePoLT$erda,\4$aPA 4007 .D55 1995,\4$a938.007202,"1\$aDik, Helma.",10$aWord Order in Ancient Greek: A Pragmatic Account of Word Order Variation in Herodotus.,,\\$a304  p.,\\$aWord Order in Ancient Greek: A Pragmatic Account of Word Order Variation in Herodotus by Helma Dik (1995),,,,\\$aYour library,00525     2200169 i 4500
69269797,MePoLT,20250518141115.0,\\$a0631156240,\\$aMePoLT$cMePoLT$erda,\4$aBL 1790 .B82 1985,\4$a200,"1\$aBurkert, Walter.",10$aGreek Religion: Archaic and Classical (Ancient World).,"\1$bWiley-Blackwell,$c1991.",\\$a504  p.,\\$aGreek Religion: Archaic and Classical (Ancient World) by Walter Burkert (1991),,,,\\$aYour library,00504     2200181 i 4500
69269837,MePoLT,20250518141115.0,,\\$aMePoLT$cMePoLT$erda,\4$aBS 2555 .944 1927,,1\$aPernot; Hubert.,10$aEtudes sur la langue des &eacute;vangiles.,,,\\$aEtudes sur la langue des &eacute;vangiles by Pernot; Hubert (1927),,,,\\$aYour library,00356     2200133 i 4500
69269843,MePoLT,20250518141115.0,\\$a1597405345,\\$aMePoLT$cMePoLT$erda,\4$aDE 8 .F55 1986,\4$a938,"1\$aFinley, Moses I.",10$aAncient History: Evidence and Models.,,\\$a142  p.,\\$aAncient History: Evidence and Models by Moses I. Finley (1986),,,,\\$aYour library,00428     2200169 i 4500
