001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
69272034,MePoLT,20250518141135.0,\\$a3519074850,\\$aMePoLT$cMePoLT$erda,\4$aPA 3081 .M36 1993,\4$a881.0109357,"1\$aManakidou, Flora.",10$aBeschreibung von Kunstwerken in der hellenistischen Dichtung: Ein Beitrag zur hellenistischen Poetik (Beitrage zur Altertumskunde).,,\\$a298  p.,\\$aBeschreibung von Kunstwerken in der hellenistischen Dichtung: Ein Beitrag zur hellenistischen Poetik (Beitrage zur Altertumskunde) by Flora Manakidou (1993),,,,\\$aYour library,00628     2200169 i 4500
69272050,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3935 .A3 1907,\4$a519,1\$aArrian.,10$aFlavii Arriani Anabasis Alexandri.,,,\\$aFlavii Arriani Anabasis Alexandri by Arrian (1907),,,,\\$aYour library,00355     2200145 i 4500
69272064,MePoLT,20250518141136.0,\\$a3598776519,\\$aMePoLT$cMePoLT$erda,\4$aPA 3081 .S22 1997,\4$a881.0109,"1\$aSeiler, Mark Andreas.","10$aPoiesis Poieseos: Alexandrinische Dichtung Kata Lepton in Strukturaler Und Humanethologischer Deutung. Kall. Fr. 254 - 268 C Sh, Theokr..",,\\$a263  p.,"\\$aPoiesis Poieseos: Alexandrinische Dichtung Kata Lepton in Strukturaler Und Humanethologischer Deutung. Kall. Fr. 254 - 268 C Sh, Theokr. by Mark Andreas Seiler (1997)",,,,\\$aYour library,00645     2200169 i 4500
69272072,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aDF 30 .P74 1965,\4$a938,"1\$aPritchett, W. Kendrick.",10$aStudies in ancient Greek topography.,,,\\$aStudies in ancient Greek topography by W. Kendrick Pritchett (1985),,,,\\$aYour library,00389     2200145 i 4500
69272075,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2285 .E7 1964,\4$a475,"1\$aErnout, Alfred; Thomas, Fran&ccedil;ois.",10$aSyntaxe latine.,,,"\\$aSyntaxe latine by Alfred; Thomas Ernout, Fran&ccedil;ois (1964 [2002])",,,,\\$aYour library,00377     2200145 i 4500
69272093,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3081 .S93 1996,\4$a880.9,"1\$aSwain, Simon.",10$aHellenism and Empire.,,,\\$aHellenism and Empire by Simon Swain (1996),,,,\\$aYour library,00343     2200145 i 4500
69272095,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .D9 1966,,1\$aMenander.,10$aMenander's Dyscolus.,"\1$aNew York$b American Philological Assoc, 1966",,"\\$aMENANDER'S DYSCOLUS:INTRODUCTION,TEXT,TEXTUAL COMMENTARY,AND INTERPRETIVE TRANSLATION. by Warren E. Blake (1966)",,,,\\$aYour library,00446     2200145 i 4500
69272099,MePoLT,20250518141136.0,\\$a0674994140,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3965 .D2 1932 v.4,\4$a180,1\$aDio Chrysostom.,10$aDio Chrysostom: Discourses 37-60 (Loeb Classical Library No. 376).,"\1$bLoeb Classical Library,$c1946.",\\$a480  p.,\\$aDio Chrysostom: Discourses 37-60 (Loeb Classical Library No. 376) by Dio Chrysostom (1946),,\\$aLoeb,,\\$aYour library,00563     2200193 i 4500
69272101,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .B2 D6 1960,\4$a882.01,1\$aEuripides.,10$aBacchae.,,\\$alix; 253  p.,\\$aBacchae by Euripides (1960),,,,\\$aYour library,00344     2200157 i 4500
69272119,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .D9 1960,\4$a882.01,1\$aMenander.,10$aDyscolus. Recensuit H. Lloyd-Jones.,"\1$aOxford$b Clarendon Press, 1960",,\\$aDyscolus. Recensuit H. Lloyd-Jones by Menander (1960),,,,\\$aYour library,00411     2200157 i 4500
69272121,MePoLT,20250518141136.0,\\$a0520096894,\\$aMePoLT$cMePoLT$erda,\4$aPA 2293 .H3 1986,\4$a475,"1\$aHabinek, Thomas N.",10$aThe colometry of Latin prose.,,\\$aix; 222  p.,\\$aThe colometry of Latin prose by Thomas N. Habinek (1986),,,,\\$aYour library,00422     2200169 i 4500
69272135,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P2 A2 1949,,1\$aAverro&euml;s.,10$aAverrois Cordubensis Compendia librorum Aristotelis qui Parva naturalia vocantur.,,\\$axxxii; 276  p.,\\$aAverrois Cordubensis Compendia librorum Aristotelis qui Parva naturalia vocantur by Averro&euml;s (1949),,,,\\$aYour library,00469     2200145 i 4500
69272143,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2293 .L3 1968,\4$a475,"1\$aLakoff, Robin Tolmach.",10$aAbstract syntax and Latin complementation.,,\\$axiii; 240  p.,\\$aAbstract syntax and Latin complementation by Robin Tolmach Lakoff (1968),,,,\\$aYour library,00430     2200157 i 4500
69272158,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 204 .V64 1982,\4$a929/.1/0937,"1\$aBoatwright, Mary Taliaferro.",10$aI Volusii Saturnini: Una Famiglia Romana della Prima Et&agrave; Imperiale.,"\1$aBari$b De Donato, 1982.",\\$a103  p.,\\$aI Volusii Saturnini : una famiglia romana della prima et&agrave; imperiale by Mary Taliaferro Boatwright (1982),,,,\\$aYour library,00537     2200169 i 4500
69272159,MePoLT,20250518141136.0,\\$a0856686107,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .D913 1995,\4$a882.01,1\$aMenander.,10$aMenander: The Bad Tempered Man.,"\1$aWarminster$b Aris &amp; Phillips, 1995",\\$a192  p.,\\$aMenander: The Bad Tempered Man by Menander (1995),,,,\\$aYour library,00464     2200181 i 4500
69272168,MePoLT,20250518141136.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2313 .B71 1938,\4$a808.0471,"1\$aArnold, Thomas Kerchever.",10$aLatin prose composition.,"\1$aNew York/London$b Longman, 1978",\\$avi; 450  p.,\\$aBradley's Arnold Latin prose composition by Thomas Kerchever Arnold (2006),,,,\\$aYour library,00469     2200169 i 4500
69272175,MePoLT,20250518141137.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P5 C33 1895,,"1\$aCarroll, Mitchell.","10$aAristotle's Poetics, C. xxv, in the light of the Homeric scholia.",,\\$a66  p.,"\\$aAristotle's Poetics, C. xxv, in the light of the Homeric scholia by Mitchell Carroll (1895)",,,,\\$aYour library,00445     2200145 i 4500
69272205,MePoLT,20250518141137.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .C9 L6 1891,\4$a882.01,1\$aEuripides.,10$aCyclops.,,,\\$aCyclops by Euripides (1891),,,,\\$aYour library,00315     2200145 i 4500
69272228,MePoLT,20250518141137.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3082 .A7 R3 1974,,"1\$aReitzenstein, Richard.",10$aHellenistische Wundererzahlungen.,,,\\$aHellenistische Wundererzahlungen by Richard Reitzenstein (1974),,\\$a3rd ed.,,\\$aYour library,00389     2200145 i 4500
69272233,MePoLT,20250518141137.0,\\$a0710012934,\\$aMePoLT$cMePoLT$erda,\4$aDG 206 .A2 D6 1966,\4$a937.0072,"1\$aDorey, T. A.",10$aLatin Historians.,"\1$aLondon$b Routledge &amp; Kegan Paul, 1966.",\\$a208  p.,\\$aLatin Historians by T. A. Dorey (1966),,,,\\$aYour library,00448     2200181 i 4500
69272245,MePoLT,20250518141137.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .E6 1925,\4$a882.01,1\$aMenander.,10$aMenander. Das Schiedsgericht.,"\1$aBerlin$b Weidmannsche Buchhandlung, 1925",,\\$aMenander. Das Schiedsgericht by Menander (1925),,,,\\$aYour library,00409     2200157 i 4500
69272262,MePoLT,20250518141137.0,\\$a069101597X,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .B2 S56 1997,\4$a809,"1\$aSegal, Charles.","10$aDionysiac Poetics and Euripides' ""Bacchae"".","\1$bPrinceton University Press,$c1997.",\\$a379  p.,"\\$aDionysiac Poetics and Euripides' ""Bacchae"" by Charles Segal (1997)",,,,\\$aYour library,00494     2200181 i 4500
69272271,MePoLT,20250518141137.0,\\$a0715631691,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P5 J3x 1984,\4$a882.01,"1\$aJanko, Richard.",10$aAristotle on comedy: towards a reconstruction of Poetics II.,,\\$ax; 294  p.,\\$aAristotle on comedy: towards a reconstruction of Poetics II by Richard Janko (1984),,,,\\$aYour library,00483     2200169 i 4500
69272280,MePoLT,20250518141137.0,\\$a3533026205,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .H9 G13 1977,\4$a884,1\$aMenander.,10$aMenanders Hydria: Eeine hellenistische Kom&ouml;die und ihr Weg ins lateinische Mittelalter.,"\1$aHeidelberg$b Winter, 1977",\\$a504  p.,\\$aMenanders Hydria: Eeine hellenistische Kom&ouml;die und ihr Weg ins lateinische Mittelalter by Menander (1977),,,,\\$aYour library,00564     2200181 i 4500
69272295,MePoLT,20250518141137.0,\\$a0198140304,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .C9 S4 1984,\4$a882/.01,1\$aEuripides.,10$aCyclops.,,\\$ax; 229  p.,\\$aCyclops by Euripides (1984),,,,\\$aYour library,00370     2200169 i 4500
69272301,MePoLT,20250518141137.0,,\\$aMePoLT$cMePoLT$erda,\4$aDF 77 .E35 1968,\4$a913.3/8/03,"1\$aEhrenberg, Victor.",10$aFrom Solon to Socrates : Greek history and civilization during the sixth and fifth centuries B.C.,"\1$aLondon $b Methuen, 1968.",\\$axv; 493  p.,\\$aFrom Solon to Socrates : Greek history and civilization during the sixth and fifth centuries B.C by Victor Ehrenberg (1968),,,,\\$aYour library,00577     2200169 i 4500
69272305,MePoLT,20250518141137.0,\\$a8804362170,\\$aMePoLT$cMePoLT$erda,\4$aBT 1390 .T48 1999,\4$a299/.932,"1\$aSimonetti, Manlio.",10$aTesti gnostici in lingua greca e latina.,"\1$a[Italy] : Vincenza $b Fondazione Lorenzo Valla ; A. Mondadori, 1999. (terze edizione),$cterze edizione.",\\$axxxiv; 595  p.,\\$aTesti gnostici in lingua greca e latina by Manlio Simonetti (1999),,,,\\$aYour library,00572     2200181 i 4500
69272313,MePoLT,20250518141137.0,\\$a0801841062,\\$aMePoLT$cMePoLT$erda,\4$aPA 2320 .A3 1982,\4$a478.1,"1\$aAdams, James N.",10$aThe Latin Sexual Vocabulary.,"\1$aBaltimore$b Johns Hopkins University Press, 1990.",\\$axii; 272  p.,\\$aThe Latin Sexual Vocabulary by James N. Adams (1990),,,,\\$aYour library,00483     2200181 i 4500
69272342,MePoLT,20250518141137.0,\\$a3519074818,\\$aMePoLT$cMePoLT$erda,\4$aPA 2320 .B2 J4S8 1993,\4$a808.8100094,"1\$aBla&#776;nsdorf, Ju&#776;rgen.","10$aBandusia: Quelle und Brunnen in der lateinischen, italienischen, franzo&#776;sischen und deutschen Dichtung der Renaissance.",,\\$a145  p.,"\\$aBandusia: Quelle und Brunnen in der lateinischen, italienischen, franzo&#776;sischen und deutschen Dichtung der Renaissance by Ju&#776;rgen Bla&#776;nsdorf (1993)",,,,\\$aYour library,00620     2200169 i 4500
69272365,MePoLT,20250518141137.0,\\$a0801853605,\\$aMePoLT$cMePoLT$erda,\4$aBL 782 .G34,\4$a398,"1\$aGantz, Timothy.","10$aEarly Greek Myth: A Guide to Literary and Artistic Sources, Vols. 1 and 2.","\1$bThe Johns Hopkins University Press,$c1996.",\\$a584  p.,"\\$aEarly Greek Myth: A Guide to Literary and Artistic Sources, Vols. 1 and 2 by Timothy Gantz (1996)",,,,\\$aYour library,00555     2200181 i 4500
69272379,MePoLT,20250518141137.0,\\$a0198140576,\\$aMePoLT$cMePoLT$erda,\4$aPA 3086 .A58 1989,\4$a880.09,"1\$aRussell, Donald Andrew.",10$aAntonine Literature.,,\\$a256  p.,\\$aAntonine Literature by Donald Andrew Russell (1990),,,,\\$aYour library,00413     2200169 i 4500
69272391,MePoLT,20250518141137.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .S2 1950,\4$a882.01,1\$aMenander.,10$aThe Samia.,"\1$aDeighton$b Bell and Co., 1950",,\\$aThe Samia by Menander (1951),,,,\\$aYour library,00360     2200157 i 4500
69272418,MePoLT,20250518141138.0,\\$a0802052622,\\$aMePoLT$cMePoLT$erda,\4$aPA 2320 .F3 1972,\4$a870/.9/001,"1\$aFantham, Elaine.",10$aComparative studies in Republican Latin imagery.,,\\$ax; 222  p.,\\$aComparative studies in Republican Latin imagery by Elaine Fantham (1972),,,,\\$aYour library,00461     2200169 i 4500
69272427,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P5 1913,\4$a808.2,1\$aAristotle.,10$aAristotelis De arte poetica liber.,,\\$aVI; 48  p.,\\$aAristotelis De arte poetica liber by Aristotle (1913),,,,\\$aYour library,00390     2200157 i 4500
69272431,MePoLT,20250518141138.0,\\$a0199271372,\\$aMePoLT$cMePoLT$erda,\4$aPA 3086 .W48 2001,\4$a880.9001,"1\$aWhitmarsh, Tim.",10$aGreek Literature and the Roman Empire: The Politics of Imitation.,,\\$a392  p.,\\$aGreek Literature and the Roman Empire: The Politics of Imitation by Tim Whitmarsh (2004),,,,\\$aYour library,00489     2200169 i 4500
69272447,MePoLT,20250518141138.0,\\$a0669416959,\\$aMePoLT$cMePoLT$erda,\4$aDF 77 .F75 1997,\4$a938,"1\$aFrost, Frank J.",10$aGreek society.,"\1$aBoston $b Houghton Mifflin Co., c1997.",\\$axiii; 239  p.,\\$aGreek society by Frank J. Frost (1997),,,,\\$aYour library,00442     2200181 i 4500
69272472,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3935 .Z9 1971,,"1\$aWeise, August.","10$aWorterbuch Zu Arrians Anabasis, Mit Besonderer Rucksicht Auf Eigennamen Und Sach-Erklarung.",,,"\\$aWorterbuch Zu Arrians Anabasis, Mit Besonderer Rucksicht Auf Eigennamen Und Sach-Erklarung by August Weise (1971)",,,,\\$aYour library,00462     2200133 i 4500
69272478,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .S4 1964,,1\$aMenander.,10$aMenandri Sententiae. Comparatio Menandri et Philistionis.,"\1$aLeipzig$b Teubner, 1964.",\\$axxxv; 230  p.,\\$aMenandri Sententiae. Comparatio Menandri et Philistionis by Menander (1964),,,,\\$aYour library,00456     2200157 i 4500
69272505,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 206 .M6 A44,,"1\$aMommsen, Theodor.",10$aTheodor Mommsen - Otto Jahn; Briefwechsel 1842-1868.,,\\$axi; 389  p.,\\$aTheodor Mommsen - Otto Jahn; Briefwechsel 1842-1868 by Theodor Mommsen (1962),,,,\\$aYour library,00416     2200145 i 4500
69272517,MePoLT,20250518141138.0,\\$a2903264163,\\$aMePoLT$cMePoLT$erda,\4$aB 172 .B6 1994,,"1\$aBabut, Daniel.","10$aParerga: Choix d'articles de Daniel Babut, 1974-1994 (CMO 24, Serie litteraire et philosophique).","\1$bMaison de l'Orient mediterraneen,$c1994.",\\$a2677  p.,"\\$aParerga: Choix d'articles de Daniel Babut, 1974-1994 (Serie litteraire et philosophique) (French Edition) by Daniel Babut (1994)",,,,\\$aYour library,00590     2200169 i 4500
69272534,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aDF 77 .G972 1902,\4$a913.38,"1\$aGulick, Charles Burton.",10$aThe Life of the Ancient Greeks with Special Reference to Athens.,,,\\$aThe Life of the Ancient Greeks with Special Reference to Athens by Charles Burton Gulick (?),,,,\\$aYour library,00446     2200145 i 4500
69272547,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 207 .C373 H57,\4$a937.07,"1\$aMurison, Charles Leslie.",10$aRebellion and Reconstruction. Galba to Domitian: An Historical Commentary on Cassius Dio's Roman History.,,,\\$aRebellion and Reconstruction - Galba to Domitian: An Historical Commentary on Cassius Dio's Roman History by Charles Leslie Murison (1999),,,,\\$aYour library,00534     2200145 i 4500
69272563,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3936 .A2 1963,,1\$aArtemidorus.,"10$aArtemodori Daldiani, Onirocriticon Libri V.",,,"\\$aArtemodori Daldiani, Onirocriticon Libri V by Artemidorus (1963)",,,,\\$aYour library,00363     2200133 i 4500
69272584,MePoLT,20250518141138.0,,\\$aMePoLT$cMePoLT$erda,\4$aDF 77 .L581 1983,\4$a610.938,"1\$aLloyd, G.E.R.","10$aScience, Folklore and Ideology: Studies in the Life Sciences in.","\1$bPublisher Unknown,$c1983.",,"\\$aScience, Folklore and Ideology: Studies in the Life Sciences in by G.E.R. Lloyd (1983)",,,,\\$aYour library,00473     2200157 i 4500
69272591,MePoLT,20250518141138.0,\\$a3598777167,\\$aMePoLT$cMePoLT$erda,\4$aPA 3936 .A6 I46 2004,\4$a888.0102,"1\$aIhm, Sybille.",10$aEros und Distanz.,,\\$a156  p.,\\$aEros und Distanz by Sybille Ihm (2004),,,,\\$aYour library,00392     2200169 i 4500
69272608,MePoLT,20250518141138.0,\\$a3770510917,\\$aMePoLT$cMePoLT$erda,\4$aPA 2329 .P96 1975,\4$a476,"1\$aPulgram, Ernst.",10$aLatin-Romance phonology: prosodics and metrics.,,\\$a304  p.,\\$aLatin-Romance phonology: prosodics and metrics by Ernst Pulgram (1975),,,,\\$aYour library,00448     2200169 i 4500
69272614,MePoLT,20250518141138.0,\\$a0800614127,\\$aMePoLT$cMePoLT$erda,\4$aBT 701.2 .B87 1981,\4$a233.09015,"1\$aBurns, Patout J.",10$aTheological Anthroplogy (Sources of Early Christian Thought).,"\1$bFortress Press,$c1981.",\\$a144  p.,\\$aTheological Anthroplogy (Sources of Early Christian Thought) by Patout J. Burns (1981),,,,\\$aYour library,00525     2200181 i 4500
69272626,MePoLT,20250518141140.0,\\$a0199220743,\\$aMePoLT$cMePoLT$erda,\4$aB 172 .G4 1995,\4$a180,"1\$aGill, Christopher.",10$aGreek Thought (New Surveys in the Classics no. 25).,"\1$aOxford University Press, Edition$b 1, Paperback, 114 pages",\\$a114  p.,\\$aGreek Thought (New Surveys in the Classics no. 25) by Christopher Gill (1995),,,,\\$aYour library,00534     2200181 i 4500
69272642,MePoLT,20250518141140.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .E5 1939,\4$a882.01,1\$aEuripides.,10$aElectra.,,,\\$aElectra by Euripides (1939),,,,\\$aYour library,00312     2200145 i 4500
69272653,MePoLT,20250518141140.0,,\\$aMePoLT$cMePoLT$erda,\4$aBF 1762 .J85 2002,,1\$aAngelo Tonelli.,10$aOracoli Caldaici.,,,\\$aOracoli Caldaici by Angelo Tonelli (2002),,\\$amissing,,\\$aYour library,00342     2200145 i 4500
69272658,MePoLT,20250518141140.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2331 .R3,\4$a871.0109,"1\$aRaven, David S.",10$aLatin metre: an introduction.,,\\$a182  p.,\\$aLatin metre: an introduction by David S. Raven (1965),,,,\\$aYour library,00385     2200157 i 4500
69272679,MePoLT,20250518141140.0,\\$a3406086888,\\$aMePoLT$cMePoLT$erda,\4$aDG 208 .M99 1982,\4$a345.37/002638343.705002638,"1\$aMalitz, J&uuml;rgen.","10$aR&ouml;misches Strafrecht, Stellenregister.","\1$aM&uuml;nchen $b Beck, c1982.",\\$axi; 126  p.,"\\$aR&ouml;misches Strafrecht, Stellenregister by J&uuml;rgen Malitz (1982)",,,,\\$aYour library,00501     2200181 i 4500
69272687,MePoLT,20250518141141.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P5 C35 1947,\4$a808.2,1\$aAristotle.,10$aAristotle on the art of poetry: an amplified version with supplementary illustrations.,,\\$axxix; 100  p.,\\$aAristotle on the art of poetry: an amplified version with supplementary illustrations by Aristotle (1947),,,,\\$aYour library,00501     2200157 i 4500
69272694,MePoLT,20250518141141.0,\\$a0521662001,\\$aMePoLT$cMePoLT$erda,\4$aN 5760 .H6413 2004,\4$a709.37,"1\$aH&ouml;lscher, Tonio.",10$aThe Language of Images in Roman Art.,"\1$bCambridge University Press,$c2004.",\\$a188  p.,\\$aThe Language of Images in Roman Art by Tonio H&ouml;lscher (2004),,,,\\$aYour library,00493     2200181 i 4500
69272718,MePoLT,20250518141141.0,,\\$aMePoLT$cMePoLT$erda,\4$aBV 468 .H99 1956,,"1\$aBlust, Walther.",10$aHymni Latini Antiquissimi LXXV Psalmi III.,,,\\$aHymni Latini Antiquissimi LXXV Psalmi III by Walther Blust (1956),,,,\\$aYour library,00366     2200133 i 4500
69272721,MePoLT,20250518141141.0,\\$a0198142897,\\$aMePoLT$cMePoLT$erda,\4$aB 172 .W27 1971,\4$a180,"1\$aWest, M. L.",10$aEarly Greek philosophy and the Orient.,,\\$axv; 256  p.,\\$aEarly Greek philosophy and the Orient by M. L. West (1971),,,,\\$aYour library,00425     2200169 i 4500
69272725,MePoLT,20250518141141.0,\\$a3110018853,\\$aMePoLT$cMePoLT$erda,\4$aDG 209 .A92 V.1.1,\4$a937,"1\$aTemporini, Hildegard.",10$aAufstieg und Niedergang der r&ouml;mischen Welt: Erster Band I.,"\1$aBerlin/New York$b De Gruyter, 1972.",,\\$aAufstieg und Niedergang der r&ouml;mischen Welt : Geschichte und Kultur Roms im Spiegel der neueren Forschung by Joseph Vogt (1972),,,,\\$aYour library,00551     2200169 i 4500
69272745,MePoLT,20250518141141.0,\\$a3598777337,\\$aMePoLT$cMePoLT$erda,\4$aBV 4904 .M363 S343 2002,\4$a878.04,"1\$aSchaeben, Ulrike.",10$aTrauer im humanistischen Dialog : das Trostgespr&auml;ch des Giannozzo Manetti und seine Quellen.,"\1$aM&uuml;nchen $b K.G. Saur, 2002.",\\$a441  p.,\\$aTrauer im humanistischen Dialog : das Trostgespr&auml;ch des Giannozzo Manetti und seine Quellen by Ulrike Schaeben (2002),,,,\\$aYour library,00598     2200181 i 4500
69272758,MePoLT,20250518141141.0,,\\$aMePoLT$cMePoLT$erda,\4$aN 5740 .W633 1900,,"1\$aWickhoff, Franz.",10$aRoman art; some of its principles and their application to early.,"\1$bLondon. W. Heinemann; New York, Macmillan, 1900.,$c1900.",,\\$aRoman art; some of its principles and their application to early by Franz Wickhoff (1900),,\\$aoversize,,\\$aYour library,00513     2200157 i 4500
69272788,MePoLT,20250518141141.0,\\$a3598777361,\\$aMePoLT$cMePoLT$erda,\4$aBV 5023 .C47 2004,,"1\$aFeichtinger, Barbara.",10$aDie Christen und der K&ouml;rper : Aspekte der K&ouml;rperlichkeit in der christlichen Literatur der Sp&auml;tantike.,"\1$aM&uuml;nchen $b Saur, 2004.",\\$a212  p.,\\$aDie Christen und der K&ouml;rper : Aspekte der K&ouml;rperlichkeit in der christlichen Literatur der Sp&auml;tantike by Barbara Feichtinger (2004),,,,\\$aYour library,00596     2200169 i 4500
69272812,MePoLT,20250518141141.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .H3 T6 1946,\4$a882.01,1\$aEuripides.,10$aHecuba.,,\\$axxvii; 170  p.,\\$aHecuba by Euripides (1946),,,,\\$aYour library,00344     2200157 i 4500
69272837,MePoLT,20250518141141.0,\\$a080183290X,\\$aMePoLT$cMePoLT$erda,\4$aPA 3093 .G4613 1988,\4$a881.01,"1\$aGentili, Bruno.",10$aPoetry and its public in ancient Greece : from Homer to the fifth century.,"\1$aBaltimore$b Johns Hopkins University Press, 1988.",\\$axx; 384  p.,\\$aPoetry and its public in ancient Greece : from Homer to the fifth century by Bruno Gentili (1988),,,,\\$aYour library,00577     2200181 i 4500
69272854,MePoLT,20250518141141.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2335 .E5 P6 1971,\4$a476,"1\$aPlatnauer, Maurice.","10$aLatin elegaic verse: a study of the metrical uses of Tibullus, Propertius, and Ovid.",,,"\\$aLatin elegaic verse: a study of the metrical uses of Tibullus, Propertius, and Ovid by Maurice Platnauer (1971)",,,,\\$aYour library,00481     2200145 i 4500
69272855,MePoLT,20250518141141.0,,\\$aMePoLT$cMePoLT$erda,\4$aBL 253 .P53 1916,,"1\$aPfeifer, H.",10$aStudien zum antiken Sternglauben.,,,\\$aStudien zum antiken Sternglauben by H. Pfeifer (1916),,,,\\$aYour library,00341     2200133 i 4500
69272886,MePoLT,20250518141141.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3939 .A2 1908,\4$a188,"1\$aMarcus Aurelius, Emperor of Rome.",10$aMarcus Aurelius Antoninus.,"\1$aLondon $b A. L. Humphreys, 1908.",\\$a239  p.,\\$aMarcus Aurelius Antoninus by Emperor of Rome Marcus Aurelius (1908),,,,\\$aYour library,00463     2200169 i 4500
69272888,MePoLT,20250518141141.0,\\$a0521456800,\\$aMePoLT$cMePoLT$erda,\4$aN 5633 .S74 1996,\4$a704.94210938,"1\$aStewart, Andrew.","10$aArt, Desire and the Body in Ancient Greece.","\1$aCambridge University Press (1998), Edition$b 1ST, Paperback, 288 pages,$c1998.",\\$a288  p.,"\\$aArt, Desire and the Body in Ancient Greece by Andrew Stewart (1998)",,,,\\$aYour library,00545     2200181 i 4500
69272898,MePoLT,20250518141141.0,\\$a0198149204,\\$aMePoLT$cMePoLT$erda,\4$aBV 5023 .E45 1994,\4$a271/.9/0009015,"1\$aElm, Susanna.",10$aVirgins of God : the making of asceticism in late antiquity.,"\1$aOxford ; New York $b Oxford University Press, 1994.",\\$axvii; 443  p.,\\$aVirgins of God : the making of asceticism in late antiquity by Susanna Elm (1994),,,,\\$aYour library,00555     2200181 i 4500
69272945,MePoLT,20250518141142.0,\\$a351907480X,\\$aMePoLT$cMePoLT$erda,\4$aPA 2337 .D7 B5 1994,\4$a871.009,"1\$aShackleton Bailey, David Roy.",10$aHomoeoteleuton in Latin dactylic verse.,,\\$ax; 241  p.,\\$aHomoeoteleuton in Latin dactylic verse by David Roy Shackleton Bailey (1994),,,,\\$aYour library,00469     2200169 i 4500
69272984,MePoLT,20250518141142.0,\\$a3598716648,\\$aMePoLT$cMePoLT$erda,\4$aBX 260 .P95 1989-2002,\4$a888,"1\$aPsellos, Michael.",10$aTheologica (2 volumes).,"\1$aMunich/Leipzig$b Saur, 1989-2002.",\\$a176  p.,\\$aTheologica (2 volumes) by Michael Psellos (1989-2002),\\$aVol 1 is missing,\\$a2 vols,,\\$aYour library,00519     2200205 i 4500
69273022,MePoLT,20250518141142.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P5 B31 1962,,"1\$aBrancato, Giovanni.","10$aIl ""Quarto Caso"" nella poetica di Aristotele.",,,"\\$aIl ""Quarto Caso"" nella poetica di Aristotele by Giovanni Brancato (1962)",,,,\\$aYour library,00384     2200133 i 4500
69273023,MePoLT,20250518141142.0,\\$a0521096626,\\$aMePoLT$cMePoLT$erda,\4$aN 5630 .P78 1972,\4$a709.38,"1\$aPollitt, Jerome Jordan.",10$aArt and Experience in Classical Greece.,"\1$aCambridge University Press (1972), Edition$b First edition., Paperback, 205 pages,$c1972.",\\$a205  p.,\\$aArt and Experience in Classical Greece by Jerome Jordan Pollitt (1972),,,,\\$aYour library,00556     2200181 i 4500
