,001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
2348,85545568,MePoLT,20250518141703.0,,\\$aMePoLT$cMePoLT$erda,\4$aHonors Thesis,,"1\$aMondejar, Jeremy.",10$aThe Development of Greek Stringed Instruments from the Late Fifth Century to the Middle Fourth Century.,,,\\$aThe Development of Greek Stringed Instruments from the Late Fifth Century to the Middle Fourth Century by Jeremy Mondejar (?),,\\$aHonors Thesis,,\\$aYour library,00516     2200145 i 4500
2349,85855783,MePoLT,20250518141704.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2007,,"1\$aMacPhail, John A. (Jr.).",10$aProecdosis of Porphyry's Homeric Questions on the Iliad.,,,\\$aProecdosis of Porphyry's Homeric Questions on the Iliad by John A. (Jr.) MacPhail (2007),,\\$aDissertation,,\\$aYour library,00442     2200145 i 4500
2350,85856082,MePoLT,20250518141704.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2008,,"1\$aChenault, Robert R.",10$aRome without Emperors: The Revival of a Senatorial City in the Fourth Century CE.,,,\\$aRome without Emperors: The Revival of a Senatorial City in the Fourth Century CE by Robert R. Chenault (2008),,\\$aDissertation,,\\$aYour library,00483     2200145 i 4500
2351,85856178,MePoLT,20250518141704.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2009,,"1\$aRegan, Amanda R.",10$aThe Geography of Kingship in Apollonius of Rhodes.,,,\\$aThe Geography of Kingship in Apollonius of Rhodes by Amanda R. Regan (2009),,\\$aDissertation,,\\$aYour library,00415     2200145 i 4500
2352,85856251,MePoLT,20250518141704.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2008,,"1\$aThakur, Sanjaya.",10$aOvid and the Language of Succession.,,,\\$aOvid and the Language of Succession by Sanjaya Thakur (2008),,\\$aDissertation,,\\$aYour library,00386     2200145 i 4500
2353,85856421,MePoLT,20250518141704.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2009,,"1\$aSampson, Christopher Michael.",10$aThemis in Sophocles.,,,\\$aThemis in Sophocles by Christopher Michael Sampson (2009),,\\$aDissertation,,\\$aYour library,00380     2200145 i 4500
2354,85856650,MePoLT,20250518141704.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2009,,"1\$aApostol, Ricardo Andres.","10$aRome's Bucolic Landscapes: Place, Prophecy, and Power in Aeneid VIII.",,,"\\$aRome's Bucolic Landscapes: Place, Prophecy, and Power in Aeneid VIII by Ricardo Andres Apostol (2009)",,\\$aDissertation,,\\$aYour library,00468     2200145 i 4500
2355,85856727,MePoLT,20250518141704.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2009,,"1\$aPersky, Richard K.",10$aKairos: A Cultural History of Time in the Greek Polis.,,,\\$aKairos: A Cultural History of Time in the Greek Polis by Richard K. Persky (2009),,\\$aDissertation,,\\$aYour library,00427     2200145 i 4500
2356,85856892,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2011,,"1\$aLyons, Evangeline Zephyr.","10$aHellenic Philosophers as Ambassadors to the Roman Empire: Performance, Parrhesia, and Power.",,,"\\$aHellenic Philosophers as Ambassadors to the Roman Empire: Performance, Parrhesia, and Power by Evangeline Zephyr Lyons (2011)",,\\$aDissertation,,\\$aYour library,00516     2200145 i 4500
2357,85856971,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2011,,"1\$aActon, Karen Louise.",10$aVespasian Augustus: Imperial Power in the First Century CE.,,,\\$aVespasian Augustus: Imperial Power in the First Century CE by Karen Louise Acton (2011),,\\$aDissertation,,\\$aYour library,00440     2200145 i 4500
2358,85857128,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2006,,"1\$aKemezis, Adam Miller.","10$aThe Roman Past in the Age of the Severans: Cassius Dio, Philostratus, and Herodian.",,,"\\$aThe Roman Past in the Age of the Severans: Cassius Dio, Philostratus, and Herodian by Adam Miller Kemezis (2006)",,\\$aDissertation,,\\$aYour library,00490     2200145 i 4500
2359,85857224,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2005,,"1\$aSteinbock, Bernd K.",10$aSocial Memory in 4th Century Athenian Public Discourse.,,,\\$aSocial Memory in 4th Century Athenian Public Discourse by Bernd K. Steinbock (2005),,\\$aDissertation,,\\$aYour library,00431     2200145 i 4500
2360,85857287,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2004,,"1\$aEshleman, Kendra Joy.",10$aNeither Inside Nor Outside: Becoming Heretical in Second-Century Christianity.,,,\\$aNeither Inside Nor Outside: Becoming Heretical in Second-Century Christianity by Kendra Joy Eshleman (2004),,\\$aDissertation,,\\$aYour library,00480     2200145 i 4500
2361,85857465,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1999,,1\$aChong-Gossard: J.H. Kim On.,10$aBetween Song and Silence: Gender and Communication in the Plays of Euripides.,,,\\$aBetween Song and Silence: Gender and Communication in the Plays of Euripides by Chong-Gossard: J.H. Kim On (1999),,\\$aDissertation,,\\$aYour library,00491     2200145 i 4500
2362,85857597,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1999,,"1\$aKutzko, David E.","10$aHerodas, Mime, and Comedy: Tradition and Reception in Mimiamboi 6 and 7.",,,"\\$aHerodas, Mime, and Comedy: Tradition and Reception in Mimiamboi 6 and 7 by David E. Kutzko (1999)",,\\$aDissertation,,\\$aYour library,00459     2200145 i 4500
2363,85857670,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1999,,"1\$aStem, Stephen Rex.",10$aCicero and the Legacy of Cato Uticensis.,,,\\$aCicero and the Legacy of Cato Uticensis by Stephen Rex Stem (1999),,\\$aDissertation,,\\$aYour library,00398     2200145 i 4500
2364,85857771,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2004,,"1\$aCaldwell, Lauren E.",10$aThe Female Transition to Adulthood in the Early Roman Empire.,,,\\$aThe Female Transition to Adulthood in the Early Roman Empire by Lauren E. Caldwell (2004),,\\$aDissertation,,\\$aYour library,00443     2200145 i 4500
2365,85857817,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2003,,"1\$aAllison, Timothy B.",10$aAeschylean Stylistics: A Study of Linguistic Variation.,,,\\$aAeschylean Stylistics: A Study of Linguistic Variation by Timothy B. Allison (2003),,\\$aDissertation,,\\$aYour library,00431     2200145 i 4500
2366,85857951,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2001,,"1\$aGiven, John P. III.","10$aIntellectual Poets in Theory and on Stage: Euripides, Aristophanes, Protagoras.",,,"\\$aIntellectual Poets in Theory and on Stage: Euripides, Aristophanes, Protagoras by John P. III Given (2001)",,\\$aDissertation,,\\$aYour library,00478     2200145 i 4500
2367,85858209,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1961,,"1\$aThomson, William Gregory.",10$aAn Evaluation of a Technique for Improving Reading Comprehension in Latin.,,,\\$aAn Evaluation of a Technique for Improving Reading Comprehension in Latin by William Gregory Thomson (1961),,\\$aDissertation,,\\$aYour library,00480     2200145 i 4500
2368,85858306,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1954,,"1\$aMooney, Robert Newman.",10$aCharacter Portrayal and Distortion in Ammianus Marcellinus.,,,\\$aCharacter Portrayal and Distortion in Ammianus Marcellinus by Robert Newman Mooney (1954),,\\$aDissertation,,\\$aYour library,00444     2200145 i 4500
2369,85858423,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1953,,"1\$aMarkowicz, Walter A.","10$aThe Text Tradition of St. John Chrysostom's Homilies on Genesis and MSS Michiganenses 139, 78, and Holkhamicus 61.",,,"\\$aThe Text Tradition of St. John Chrysostom's Homilies on Genesis and MSS Michiganenses 139, 78, and Holkhamicus 61 by Walter A. Markowicz (1953)",,\\$aDissertation,,\\$aYour library,00551     2200145 i 4500
2370,85858457,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1951,,"1\$aHooper, Finley A.",10$aFunerary Stelae from Kom Abou Billou.,,,\\$aFunerary Stelae from Kom Abou Billou by Finley A. Hooper (1951),,\\$aDissertation,,\\$aYour library,00391     2200145 i 4500
2371,85858522,MePoLT,20250518141705.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1950,,"1\$aCarlson, Arthur F.",10$aThe Orthography and Phonology of the Latin Papyri.,,,\\$aThe Orthography and Phonology of the Latin Papyri by Arthur F. Carlson (1950),,\\$aDissertation,,\\$aYour library,00419     2200145 i 4500
2372,86027369,MePoLT,20250518141706.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1968,,"1\$aSmethurst, Mae Johnson.",10$aThe Balance of Justice: Aischylos' Oresteia.,,,\\$aThe Balance of Justice: Aischylos' Oresteia by Mae Johnson Smethurst (1968),,\\$aDissertation,,\\$aYour library,00416     2200145 i 4500
2373,86027513,MePoLT,20250518141706.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1968,,"1\$aSigsbee, David Lee.",10$aThe Ridicule of the Stoic Paradoxes in Ancient Satirical Literature.,,,\\$aThe Ridicule of the Stoic Paradoxes in Ancient Satirical Literature by David Lee Sigsbee (1968),,\\$aDissertation,,\\$aYour library,00456     2200145 i 4500
2374,86027697,MePoLT,20250518141711.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1968,,"1\$aHelm, James Joel.",10$aDemetrius Triclinius and the Textual Tradition of the Oresteia.,,,\\$aDemetrius Triclinius and the Textual Tradition of the Oresteia by James Joel Helm (1968),,\\$aDissertation,,\\$aYour library,00442     2200145 i 4500
2375,86027885,MePoLT,20250518141711.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1966,,"1\$aPastor, Sharon.","10$aA Study of Time, Conflict, and the Participants in History in Vergil's Aeneid Books I, II, IV, VI.",,,"\\$aA Study of Time, Conflict, and the Participants in History in Vergil's Aeneid Books I, II, IV, VI by Sharon Pastor (1966)",,\\$aDissertation,,\\$aYour library,00508     2200145 i 4500
2376,86027998,MePoLT,20250518141711.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1966,,"1\$aMichael, Edward Mike.",10$aA Critical Edition of Select Michigan Papyri.,,,\\$aA Critical Edition of Select Michigan Papyri by Edward Mike Michael (1966),,\\$aDissertation,,\\$aYour library,00414     2200145 i 4500
2377,86028267,MePoLT,20250518141711.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1961,,"1\$aPohlsander, Hans Achim.",10$aMetrical Studies in the Lyrics of Sophocles.,,,\\$aMetrical Studies in the Lyrics of Sophocles by Hans Achim Pohlsander (1961),,\\$aDissertation,,\\$aYour library,00416     2200145 i 4500
2378,86028346,MePoLT,20250518141711.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1962,,"1\$aHelms, Johannes.",10$aCharacter Portrayal in the Romance of Chariton.,,,\\$aCharacter Portrayal in the Romance of Chariton by Johannes Helms (1962),,\\$aDissertation,,\\$aYour library,00408     2200145 i 4500
2379,86028620,MePoLT,20250518141711.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1971,,"1\$aRedling, Julius.",10$aThe Dramatic Function of Philia in the Later Plays of Sophocles.,,,\\$aThe Dramatic Function of Philia in the Later Plays of Sophocles by Julius Redling (1971),,\\$aDissertation,,\\$aYour library,00442     2200145 i 4500
2380,86028667,MePoLT,20250518141711.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1971,,"1\$aMoran, William Stephen.",10$aMimneskomai in Homer.,,,\\$aMimneskomai in Homer by William Stephen Moran (1971),,\\$aDissertation,,\\$aYour library,00370     2200145 i 4500
2381,86028919,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1970,,"1\$aMcCarty, Thomas Gordon.",10$aCornelius Nepos: Studies in his Technique of Biography.,,,\\$aCornelius Nepos: Studies in his Technique of Biography by Thomas Gordon McCarty (1970),,\\$aDissertation,,\\$aYour library,00438     2200145 i 4500
2382,86029006,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1968,,"1\$aStorvick, Olin John.",10$aAtticism in the Theophrastus of Aeneas of Gaza.,,,\\$aAtticism in the Theophrastus of Aeneas of Gaza by Olin John Storvick (1968),,\\$aDissertation,,\\$aYour library,00416     2200145 i 4500
2383,86029255,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1975,,"1\$aLaruccia, Stephen Dominic.",10$aThe Concept of Peace in the Works of Tacitus.,,,\\$aThe Concept of Peace in the Works of Tacitus by Stephen Dominic Laruccia (1975),,\\$aDissertation,,\\$aYour library,00424     2200145 i 4500
2384,86029320,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1974,,"1\$aRomano, James Vincent.",10$aThe Literary Art of Archilochus: The Elegiac Poems.,,,\\$aThe Literary Art of Archilochus: The Elegiac Poems by James Vincent Romano (1974),,\\$aDissertation,,\\$aYour library,00428     2200145 i 4500
2385,86029472,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1974,,"1\$aMcCaffrey, Daniel Vincent.",10$aThe Thematic Arrangement of Ovid's Amores.,,,\\$aThe Thematic Arrangement of Ovid's Amores by Daniel Vincent McCaffrey (1974),,\\$aDissertation,,\\$aYour library,00418     2200145 i 4500
2386,86029500,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1974,,"1\$aEdgeworth, Robert Joseph.",10$aThe Uses of Color Terms in the Aeneid.,,,\\$aThe Uses of Color Terms in the Aeneid by Robert Joseph Edgeworth (1974),,\\$aDissertation,,\\$aYour library,00408     2200145 i 4500
2387,86029567,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1973,,"1\$aAnsorge, Peter George.",10$aObjective and Subjective Tradition in the Ajax of Sophocles.,,,\\$aObjective and Subjective Tradition in the Ajax of Sophocles by Peter George Ansorge (1973),,\\$aDissertation,,\\$aYour library,00446     2200145 i 4500
2388,86029625,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1972,,"1\$aBrown, Sylvia Grace.",10$aMetrical Studies in the Lyrics of Euripides' Late Plays.,,,\\$aMetrical Studies in the Lyrics of Euripides' Late Plays by Sylvia Grace Brown (1972),,\\$aDissertation,,\\$aYour library,00434     2200145 i 4500
2389,86029739,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1980,,"1\$aRissman, Leah.",10$aHomeric Allusion in the Poetry of Sappho.,,,\\$aHomeric Allusion in the Poetry of Sappho by Leah Rissman (1980),,\\$aDissertation,,\\$aYour library,00392     2200145 i 4500
2390,86029799,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1977,,"1\$aThomas, Richard Felstead.",10$aEthnography and the Landscapes of Augustan Poetry.,,,\\$aEthnography and the Landscapes of Augustan Poetry by Richard Felstead Thomas (1977),,\\$aDissertation,,\\$aYour library,00432     2200145 i 4500
2391,86029927,MePoLT,20250518141712.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1977,,"1\$aHaley, Shelley Patricia.",10$aThe Role of Amicitia in the Life of Gnaeus Pompeius Magnus.,,,\\$aThe Role of Amicitia in the Life of Gnaeus Pompeius Magnus by Shelley Patricia Haley (1977),,\\$aDissertation,,\\$aYour library,00448     2200145 i 4500
2392,86030132,MePoLT,20250518141713.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1975,,"1\$aRabel, Robert Joseph.",10$aTheories of the Emotions in the Old Stoa.,,,\\$aTheories of the Emotions in the Old Stoa by Robert Joseph Rabel (1975),,\\$aDissertation,,\\$aYour library,00406     2200145 i 4500
2393,86192964,MePoLT,20250518141716.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1982,,"1\$aGroton, Anne Harmar.",10$aA Commentary on Menander's Aspis 1-163.,,,\\$aA Commentary on Menander's Aspis 1-163 by Anne Harmar Groton (1982),,\\$aDissertation,,\\$aYour library,00400     2200145 i 4500
2394,86193050,MePoLT,20250518141716.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1981,,"1\$aKetterer, Robert Cary.",10$aThe Dramatic Function of Stage Properties in Nine Plays of Plautus.,,,\\$aThe Dramatic Function of Stage Properties in Nine Plays of Plautus by Robert Cary Ketterer (1981),,\\$aDissertation,,\\$aYour library,00460     2200145 i 4500
2395,86193076,MePoLT,20250518141716.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1981,,"1\$aMartin, Susan Dunbar.",10$aBuilding Contracts in Classical Roman Law.,,,\\$aBuilding Contracts in Classical Roman Law by Susan Dunbar Martin (1981),,\\$aDissertation,,\\$aYour library,00408     2200145 i 4500
2396,86193152,MePoLT,20250518141716.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1981,,"1\$aPoliakoff, Michael Baron.",10$aStudies in the Terminology of the Greek Combat Sports.,,,\\$aStudies in the Terminology of the Greek Combat Sports by Michael Baron Poliakoff (1981),,\\$aDissertation,,\\$aYour library,00440     2200145 i 4500
2397,86193347,MePoLT,20250518141716.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1984,\4$a182,"1\$aSchibli, Hermann Sadun.",10$aPherekydes of Syros.,,,\\$aPherekydes of Syros by Hermann Sadun Schibli (1984),,\\$aDissertation,,\\$aYour library,00388     2200157 i 4500
2398,86193541,MePoLT,20250518141716.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1984,,"1\$aParca, Marylilne Gisele.",10$aA Late Greek Tragedy on the Theft of the Palladion: P. Colon. Inv. Nr. 5932.,,,\\$aA Late Greek Tragedy on the Theft of the Palladion: P. Colon. Inv. Nr. 5932 by Marylilne Gisele Parca (1984),,\\$aDissertation,,\\$aYour library,00482     2200145 i 4500
2399,86193608,MePoLT,20250518141716.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1984,,"1\$aGingras, Marie Therese.",10$aCharacter and Literary Choice: The Minor Individuals in Tacitus' Annals I-VI.,,,\\$aCharacter and Literary Choice: The Minor Individuals in Tacitus' Annals I-VI by Marie Therese Gingras (1984),,\\$aDissertation,,\\$aYour library,00482     2200145 i 4500
2400,86193750,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1982,,"1\$aKehoe, Dennis Patrick.",10$aThe Economics of Food Production on Roman Imperial Estates in North Africa.,,,\\$aThe Economics of Food Production on Roman Imperial Estates in North Africa by Dennis Patrick Kehoe (1982),,\\$aDissertation,,\\$aYour library,00476     2200145 i 4500
2401,86193844,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1987,,"1\$aTucker, James A.",10$aRitual Insults for Gluttony and Laziness in Greek Poetic Initiations: Theogony 26 and its Echoes.,,,\\$aRitual Insults for Gluttony and Laziness in Greek Poetic Initiations: Theogony 26 and its Echoes by James A. Tucker (1987),,\\$aDissertation,,\\$aYour library,00509     2200145 i 4500
2402,86193912,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1987,,"1\$aAndreini, Philip Leslie.","10$aSpeech, Context, and Narrative Point Aspects of Speech in Tacitus' Annals.",,,"\\$aSpeech, Context, and Narrative Point Aspects of Speech in Tacitus' Annals by Philip Leslie Andreini (1987)",,\\$aDissertation,,\\$aYour library,00478     2200145 i 4500
2403,86194002,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1986,,"1\$aMcGinn, Thomas Albert Jude.",10$aProstitution and Julio-Claudian Legislation: The Formation of Social Policy in Early Imperial Rome.,,,\\$aProstitution and Julio-Claudian Legislation: The Formation of Social Policy in Early Imperial Rome by Thomas Albert Jude McGinn (1986),,\\$aDissertation$a2 vols,,\\$aYour library,00542     2200145 i 4500
2404,86194076,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1986,,"1\$aAnderson, Carl Arne.",10$aThe Epithets of Athena in Aristophanes.,,,\\$aThe Epithets of Athena in Aristophanes by Carl Arne Anderson (1986),,\\$aDissertation,,\\$aYour library,00400     2200145 i 4500
2405,86194225,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1989,,"1\$aKurke, Alexander David.",10$aTheme and Adversarial Presentation in Cicero's Pro Flacco.,,,\\$aTheme and Adversarial Presentation in Cicero's Pro Flacco by Alexander David Kurke (1989),,\\$aDissertation,,\\$aYour library,00444     2200145 i 4500
2406,86194291,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1987,,"1\$aPetrini, Mark Julien.",10$aChildren and Heroes: A Study of Catullus and Vergil.,,,\\$aChildren and Heroes: A Study of Catullus and Vergil by Mark Julien Petrini (1987),,\\$aDissertation,,\\$aYour library,00428     2200145 i 4500
2407,86194384,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1988,\4$a883.01,"1\$aMorrison, James Vaughan.",10$aHomeric Misdirection: False Predictions in the Iliad.,,,\\$aHomeric Misdirection: False Predictions in the Iliad by James Vaughan Morrison (1988),,\\$aDissertation,,\\$aYour library,00459     2200157 i 4500
2408,86194428,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1988,,"1\$aJuffras, Diane Maria.","10$aFriendship and Faction in Sophocles: Greek Political Thinking and the Ajax, Antigone, and Oedipus at Colonus.",,,"\\$aFriendship and Faction in Sophocles: Greek Political Thinking and the Ajax, Antigone, and Oedipus at Colonus by Diane Maria Juffras (1988)",,\\$aDissertation,,\\$aYour library,00542     2200145 i 4500
2409,86194568,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1992,,"1\$aLoftus, Ariel.",10$aRitual in Greek Politics: Athens at the End of the Fifth Century.,,,\\$aRitual in Greek Politics: Athens at the End of the Fifth Century by Ariel Loftus (1992),,\\$aDissertation,,\\$aYour library,00440     2200145 i 4500
2410,86194605,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1991,,"1\$aKearney, James Thomas.",10$aAmmianus Marcellinus and his Roman Audience.,,,\\$aAmmianus Marcellinus and his Roman Audience by James Thomas Kearney (1991),,\\$aDissertation,,\\$aYour library,00414     2200145 i 4500
2411,86194683,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1991,,"1\$aMacfarlane, Roger Thomas.",10$aThe Narrative of Politics: Julius Caesar and the Bellum Civile.,,,\\$aThe Narrative of Politics: Julius Caesar and the Bellum Civile by Roger Thomas Macfarlane (1991),,\\$aDissertation,,\\$aYour library,00458     2200145 i 4500
2412,86194730,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1990,,"1\$aBauerle, Ellen A.","10$aProcuring an Election: Ambitus in the Roman Republic, 432-49 B.C..",,,"\\$aProcuring an Election: Ambitus in the Roman Republic, 432-49 B.C. by Ellen A. Bauerle (1990)",,\\$aDissertation,,\\$aYour library,00449     2200145 i 4500
2413,86195403,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1996,,"1\$aKraus, Matthew Aaron.","10$aJerome's Translation of the Book of Exodus Iuxta Hebraeos in Relation to Classical, Christian, and Jewish Traditions of Interpretation.",,,"\\$aJerome's Translation of the Book of Exodus Iuxta Hebraeos in Relation to Classical, Christian, and Jewish Traditions of Interpretation by Matthew Aaron Kraus (1996)",,\\$aDissertation,,\\$aYour library,00594     2200145 i 4500
2414,86195823,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1994,,"1\$aMeckler, Michael Louis.",10$aCaracalla and his Late-Antique Biographer: A Historical Commentary on the Vita Caracalli in the Historia Augusta.,,,\\$aCaracalla and his Late-Antique Biographer: A Historical Commentary on the Vita Caracalli in the Historia Augusta by Michael Louis Meckler (1994),,\\$aDissertation,,\\$aYour library,00554     2200145 i 4500
2415,86196397,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1994,,"1\$aKosak, Jennifer Burns Clarke.",10$aThe Pain of the Living: Suffering and Healing in Euripidean Tragedy.,,,\\$aThe Pain of the Living: Suffering and Healing in Euripidean Tragedy by Jennifer Burns Clarke Kosak (1994),,\\$aDissertation,,\\$aYour library,00476     2200145 i 4500
2416,86197072,MePoLT,20250518141717.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1994,,"1\$aMilne, Ira Mark.",10$aNepos' Biographies as Encomia: A Philological and Linguistic Analysis.,,,\\$aNepos' Biographies as Encomia: A Philological and Linguistic Analysis by Ira Mark Milne (1994),,\\$aDissertation,,\\$aYour library,00454     2200145 i 4500
2417,86197324,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1993,,"1\$aSoter, Gina Marie.",10$aThe Curse of Oedipus: Action and Utterance in Three Tragedians.,,,\\$aThe Curse of Oedipus: Action and Utterance in Three Tragedians by Gina Marie Soter (1993),,\\$aDissertation,,\\$aYour library,00444     2200145 i 4500
2418,86197936,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1993,,"1\$aSumi, Geoffrey Street.",10$aPublic Performances and Political Symbols: The Rise of Octavianus in 44 B.C..,,,\\$aPublic Performances and Political Symbols: The Rise of Octavianus in 44 B.C. by Geoffrey Street Sumi (1993),,\\$aDissertation,,\\$aYour library,00480     2200145 i 4500
2419,86199065,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1998,,"1\$aMilnor, Kristina L.","10$aSuis Omnia Tuta Locis: Women, Place, and Public Life in the Age of Augustus.",,,"\\$aSuis Omnia Tuta Locis: Women, Place, and Public Life in the Age of Augustus by Kristina L. Milnor (1998)",,\\$aDissertation,,\\$aYour library,00473     2200145 i 4500
2420,86199089,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1998,,"1\$aHarvey, Brian K.",10$aThe Nature of the Roman Monarchy in the Late First/Early Second Centuries A.D.: The Reigns of Nerva and Trajan in the Acquisition of Arabia.,,,\\$aThe Nature of the Roman Monarchy in the Late First/Early Second Centuries A.D.: The Reigns of Nerva and Trajan in the Acquisition of Arabia by Brian K. Harvey (1998),,\\$aDissertation,,\\$aYour library,00595     2200145 i 4500
2421,86199168,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1998,,"1\$aMuccigrosso, John D.",10$aFactional Competition and Monumental Construction in Mid-Republican Rome.,,,\\$aFactional Competition and Monumental Construction in Mid-Republican Rome by John D. Muccigrosso (1998),,\\$aDissertation,,\\$aYour library,00469     2200145 i 4500
2422,86199226,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1997,,"1\$aPrince, Susan Hukill.","10$aAntisthenes on Language, Thought, and Culture.",,,"\\$aAntisthenes on Language, Thought, and Culture by Susan Hukill Prince (1997)",,\\$aDissertation,,\\$aYour library,00416     2200145 i 4500
