,001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
5585,77843295,MePoLT,20250518141638.0,\\$a1607852055,\\$aMePoLT$cMePoLT$erda,\4$aPA 3339 .I5 2007,\4$a809,"1\$aGagos, Traianos.",10$aProceedings of the 25th International Congress of Papyrology (American Studies in Papyrology).,,\\$a793  p.,\\$aProceedings of the 25th International Congress of Papyrology (American Studies in Papyrology) by Traianos Gagos (2010),,,,\\$aYour library,00543    a2200169 i 4500
5586,79234396,MePoLT,20250518141638.0,\\$a0199567433,\\$aMePoLT$cMePoLT$erda,\4$aCS 2349.L48 v. 5a 2010,\4$a938,"1\$aCorsten, T.",10$aA Lexicon of Greek Personal Names: Volume VA. Coastal Asia Minor: Pontos to Ionia.,"\1$bOxford University Press, USA,$c2010.",\\$a544  p.,\\$aA Lexicon of Greek Personal Names: Volume VA. Coastal Asia Minor: Pontos to Ionia by T. Corsten (2010),,\\$aoversize,,\\$aYour library,00594    a2200193 i 4500
5587,79346890,MePoLT,20250518141639.0,\\$a0198152930,\\$aMePoLT$cMePoLT$erda,\4$aCS 2349 .L48 v. 3b 2000,\4$a929.409495,"1\$aFraser, P. M.",10$aA Lexicon of Greek Personal Names: Volume III.B: Central Greece From the Megarid to Thessaly (Lexic Greek Pers Names Seri Lg) (Vol 3B).,"\1$bOxford University Press, USA,$c2000.",\\$a504  p.,\\$aA Lexicon of Greek Personal Names: Volume III.B: Central Greece From the Megarid to Thessaly (Lexic Greek Pers Names Seri Lg) (Vol 3B) by P. M. Fraser (2000),,\\$aoversize,,\\$aYour library,00712    a2200193 i 4500
5588,79658740,MePoLT,20250518141639.0,\\$a0415425239,\\$aMePoLT$cMePoLT$erda,\4$aZ 716 .S1 2011,\4$a938.0072,"1\$aSchaps, David M.",10$aHandbook for Classical Research.,"\1$aLondon/New York$b Routledge, 2010.",\\$a488  p.,\\$aHandbook for Classical Research by David M. Schaps (2010),\\$aEntirely fictitious call number,,,\\$aYour library,00522    a2200193 i 4500
5589,79659249,MePoLT,20250518141639.0,\\$a3110201259,\\$aMePoLT$cMePoLT$erda,\4$aPA 4016 .M4 2009,\4$a610.9,"1\$aMaucolin, Brice.",10$aUntersuchungen zur hippokratischen Schrift &Atilde;&oelig;ber die alte Heilkunst.,,\\$a157  p.,\\$aUntersuchungen zur hippokratischen Schrift &Atilde;&oelig;ber die alte Heilkunst (Beitrage Zur Altertumskunde) (German Edition) by Brice Maucolin (2009),,,,\\$aYour library,00544    a2200169 i 4500
5590,79664304,MePoLT,20250518141639.0,\\$a3110225867,\\$aMePoLT$cMePoLT$erda,\4$aPA 3947 .S1 2009,\4$a937.02,"1\$aSimons, Benedikt.",10$aCassius Dio und die Rmische Republik (Beitrage Zur Altertumskunde) (German Edition).,,\\$a337  p.,\\$aCassius Dio und die R&ouml;mische Republik (Beitrage Zur Altertumskunde) (German Edition) by Benedikt Simons (2009),,,,\\$aYour library,00530    a2200169 i 4500
5591,79873261,MePoLT,20250518141639.0,\\$a3110229471,\\$aMePoLT$cMePoLT$erda,\4$aPA 6478 .H1 2010,\4$a873,"1\$aHmke, Nicola.",10$aLucan's Bellum Civile: Between Epic Tradition and Aesthetic Innovation.,"\1$aBerlin/New York$b De Gruyter, 2010.",\\$a240  p.,\\$aLucan's Bellum Civile: Between Epic Tradition and Aesthetic Innovation by Nicola Hmke (2010),,,,\\$aYour library,00543    a2200181 i 4500
5592,79873483,MePoLT,20250518141639.0,\\$a3110225824,\\$aMePoLT$cMePoLT$erda,\4$aPA 4435 .P1 2010,\4$a128.1,"1\$aPodolak, Pietro.","10$aSoranos von Ephesos, Peri psyches: Sammlung der Testimonien, Kommentar und Einleitung (Beitrage Zur Altertumskunde) (German Edition).","\1$aDe Gruyter (2010), Edition$b 1, Hardcover, 193 pages,$c2010.",\\$a193  p.,"\\$aSoranos von Ephesos, Peri psyches: Sammlung der Testimonien, Kommentar und Einleitung (Beitrage Zur Altertumskunde) (German Edition) by Pietro Podolak (2010)",,,,\\$aYour library,00700    a2200181 i 4500
5593,79873969,MePoLT,20250518141639.0,\\$a3110224151,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .G1 T1 2010,\4$a516.9,"1\$aTth, Imre.",10$aFragmente und Spuren nichteuklidischer Geometrie bei Aristoteles.,,\\$a425  p.,\\$aFragmente und Spuren nichteuklidischer Geometrie bei Aristoteles (Beitrage Zur Altertumskunde) (German Edition) by Imre T&oacute;th (2010),,,,\\$aYour library,00527    a2200169 i 4500
5594,79874126,MePoLT,20250518141639.0,\\$a3110238942,\\$aMePoLT$cMePoLT$erda,\4$aPA 6411 .E38 2011,\4$a871.01,"1\$aEicks, Mathias.",10$aLiebe und Lyrik: Zur Funktion des erotischen Diskurses in Horazens erster Odensammlung.,"\1$aBerlin/Boston$b de Gruyter, 2011.",\\$a350  p.,\\$aLiebe und Lyrik: Zur Funktion des erotischen Diskurses in Horazens erster Odensammlung by Mathias Eicks (2011),,,,\\$aYour library,00581    a2200181 i 4500
5595,79874275,MePoLT,20250518141639.0,\\$a3110229331,\\$aMePoLT$cMePoLT$erda,\4$aPA 6011 .F36 2011,\4$a870.9,"1\$aFantham, Elaine.",10$aRoman Readings: Roman Response to Greek literature from Plautus to Statius and Quintilian.,"\1$aBerlin/New York$b De Gruyter, 2010.",\\$a672  p.,\\$aRoman Readings: Roman Response to Greek literature from Plautus to Statius and Quintilian by Elaine Fantham (2010),,,,\\$aYour library,00590    a2200181 i 4500
5596,80074794,MePoLT,20250518141639.0,\\$a0674994302,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3891 .A2 1960,\4$a160,1\$aAristotle.,10$aAristotle: Posterior Analytics. Topica. (Loeb Classical Library No. 391) (v. 2).,"\1$bLoeb Classical Library,$c1960.",\\$a768  p.,\\$aAristotle: Posterior Analytics. Topica. (Loeb Classical Library No. 391) (v. 2) by Aristotle (1960),,\\$aLoeb,,\\$aYour library,00577    a2200193 i 4500
5597,80131643,MePoLT,20250518141641.0,\\$a3110212986,\\$aMePoLT$cMePoLT$erda,\4$aPA 6029 .H1 M1 2011,\4$a870.9,"1\$aHaltenhoff, Andreas.",10$aRmische Werte und rmische Literatur im frhen Prinzipat.,"\1$aBerlin/New York$b De Gruyter, 2010.",\\$a400  p.,\\$aRmische Werte und rmische Literatur im frhen Prinzipat by Andreas Haltenhoff (2010),,,,\\$aYour library,00530    a2200181 i 4500
5598,80131966,MePoLT,20250518141641.0,\\$a3110221241,\\$aMePoLT$cMePoLT$erda,\4$aPA 4016 .P1 2011,\4$a610.938,"1\$aPerilli, Lorenzo.",10$aOfficina Hippocratica: Beitrge zu Ehren von Anargyros Anastassiou und Dieter Irmer.,,\\$a400  p.,\\$aOfficina Hippocratica: Beitrge zu Ehren von Anargyros Anastassiou und Dieter Irmer by Lorenzo Perilli (2011),,,,\\$aYour library,00527    a2200169 i 4500
5599,80201224,MePoLT,20250518141641.0,\\$a0198150717,\\$aMePoLT$cMePoLT$erda,\4$aPA 3877 .D3 1997,\4$a882.01,1\$aAristophanes.,10$aFrogs.,,\\$a272  p.,\\$aFrogs by Aristophanes (1997),,,,\\$aYour library,00365    a2200169 i 4500
5600,80259026,MePoLT,20250518141641.0,\\$a3110222736,\\$aMePoLT$cMePoLT$erda,\4$aBL 1 .A73 2009,\4$a200.9,"1\$aAssmann, Jan.",10$aArchiv fur Religionsgeschichte 2009 (Archiv Fur Religionsgeschichte) (German Edition).,"\1$aDe Gruyter (2009), Edition$b 1, Hardcover, 411 pages,$c2009.",\\$a411  p.,\\$aArchiv f1/4r Religionsgeschichte 2010 (Archiv Fur Religionsgeschichte) (German Edition) by Jan Assmann (2010),,\\$amissing,,\\$aYour library,00624    a2200193 i 4500
5601,80461633,MePoLT,20250518141641.0,\\$a0198144563,\\$aMePoLT$cMePoLT$erda,\4$aPA 47 .R36 1983,\4$a870.9,"1\$aReynolds, Leighton Durham.",10$aTexts and Transmission: A Survey of the Latin Classics.,"\1$bOxford University Press, USA,$c1984.",\\$a509  p.,\\$aTexts and Transmission: A Survey of the Latin Classics by Leighton Durham Reynolds (1984),,,,\\$aYour library,00539    a2200181 i 4500
5602,80556809,MePoLT,20250518141641.0,\\$a0195170725,\\$aMePoLT$cMePoLT$erda,\4$aREF-DE 5 .O95 2009,\4$a938.003,"1\$aGagarin, Michael.",10$aThe Oxford Encyclopedia of Ancient Greece and Rome: Seven-volume set.,"\1$bOxford University Press, USA,$c2009.",,\\$aThe Oxford Encyclopedia of Ancient Greece and Rome: Seven-volume set by Michael Gagarin (2009),,\\$areference$a7 vols,,\\$aYour library,00564    a2200181 i 4500
5603,80716911,MePoLT,20250518141641.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2011,,"1\$aMittal, Rajesh P.","10$aTime and History in Virgil's ""Aeneid"".",,,"\\$aTime and History in Virgil's ""Aeneid"" by Rajesh P. Mittal (2011)",,\\$aDissertation,,\\$aYour library,00393    a2200145 i 4500
5604,80771634,MePoLT,20250518141641.0,\\$a3110217619,\\$aMePoLT$cMePoLT$erda,\4$aPA 8570 .R4 Z67 2010,\4$a480,"1\$aMonreal, Ruth.",10$aFlora Neolatina: Die Hortorum libri IV von Ren Rapin S. J. und die Plantarum libri VI von Abraham Cowley. Zwei lateinische Dichtungen des 17. Jahrhunderts.,"\1$aBerlin/New York$b de Gruyter, 2010.",\\$a333  p.,\\$aFlora Neolatina: Die Hortorum libri IV von Ren Rapin S. J. und die Plantarum libri VI von Abraham Cowley. Zwei lateinische Dichtungen des 17. Jahrhunderts by Ruth Monreal (2010),,,,\\$aYour library,00717    a2200181 i 4500
5605,80796968,MePoLT,20250518141641.0,\\$a1853993514,\\$aMePoLT$cMePoLT$erda,\4$aPA 2313 .N1 1992,\4$a401,"1\$aNash-Williams, Alvah Harry.",10$aAdvanced Latin Prose Composition: Latin Language.,,\\$a176  p.,\\$aAdvanced Latin Prose Composition: Latin Language by Alvah Harry Nash-Williams (1992),,,,\\$aYour library,00475    a2200169 i 4500
5606,80797282,MePoLT,20250518141641.0,\\$a0802083536,\\$aMePoLT$cMePoLT$erda,\4$aPA 3968 .E6 I53 2001,\4$a182.5,1\$aEmpedocles.,10$aThe Poem of Empedocles: A text and translation with a commentary (Phoenix Supplementary Volumes).,,\\$a360  p.,\\$aThe Poem of Empedocles: A text and translation with a commentary (Phoenix Supplementary Volumes) by Empedocles (2001),,,,\\$aYour library,00546    a2200169 i 4500
5607,80797646,MePoLT,20250518141641.0,\\$a0929524020,\\$aMePoLT$cMePoLT$erda,\4$aPA 3875 .N8 B1 1987 vol.1,\4$a183,"1\$aBarnard, Laura S.",10$aAristophanes' Clouds. Text.,,\\$a130  p.,\\$aAristophanes' Clouds (Bryn Mawr Greek Commentaries) by Laura S. Barnard (1987),,\\$a2 vols,,\\$aYour library,00469    a2200181 i 4500
5608,80798137,MePoLT,20250518141641.0,\\$a0929524179,\\$aMePoLT$cMePoLT$erda,\4$aPA 4023 .G1 D1 1980,\4$a938,1\$aHomer.,10$aThe Homeric Hymn to Demeter (Greek Commentaries Series).,,,\\$aThe Homeric Hymn to Demeter (Greek Commentaries Series) by Homer (1980),,,,\\$aYour library,00427    a2200157 i 4500
5609,80798268,MePoLT,20250518141642.0,\\$a0715614681,\\$aMePoLT$cMePoLT$erda,\4$aPA 264 .A9 1981,\4$a488.3421,"1\$aAuden, Henry William.",10$aGreek Phrase Book.,"\1$bDuckworth Publishers,$c1995.",\\$a112  p.,\\$aGreek Phrase Book by Henry William Auden (1981),,,,\\$aYour library,00450    a2200181 i 4500
5610,80798387,MePoLT,20250518141642.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3875 .R3 1967,\4$a882.01,1\$aAristophanes.,"10$aAristophanes' Frsche: Einleitung, Text und Kommentar.",,,"\\$aAristophanes' Frosche': Einleitung, Text und Kommentar by Aristophanes (1953)",,,,\\$aYour library,00410    a2200145 i 4500
5611,80798721,MePoLT,20250518141642.0,\\$a0521006279,\\$aMePoLT$cMePoLT$erda,\4$aPA 6095 .C36 2005,\4$a877.010932376,"1\$aFreudenburg, Kirk.",10$aThe Cambridge Companion to Roman Satire.,"\1$aCambridge$b Cambridge University Press, 2005.",\\$a374  p.,\\$aThe Cambridge Companion to Roman Satire by Kirk Freudenburg (2005),,,,\\$aYour library,00512    a2200181 i 4500
5612,80799352,MePoLT,20250518141642.0,\\$a3110246988,\\$aMePoLT$cMePoLT$erda,\4$aPA 4232 .I8 T56 2011,\4$a888.01,1\$aLucian.,10$aLuciano di Samosata: Timone o il misantropo.,"\1$aBerlin$b De Gruyter, 2011",\\$a608  p.,\\$aLuciano di Samosata: Timone o il misantropo by Lucian (2011),,,,\\$aYour library,00475    a2200181 i 4500
5613,80799504,MePoLT,20250518141642.0,\\$a311026062X,\\$aMePoLT$cMePoLT$erda,\4$aBF 637 .P3 A4237 2011,\4$a128,"1\$aSchondube, Matthias.","10$aLeon Battista Alberti, ""Della Tranquillita Dell'animo"": Eine Interpretation Auf Dem Hintergrund Der Antiken Quellen (Beitrage Zur Altertumskunde) (German Edition).","\1$bWalter De Gruyter Inc,$c2011.",\\$a171  p.,"\\$aLeon Battista Alberti, ""Della Tranquillita Dell'animo"": Eine Interpretation Auf Dem Hintergrund Der Antiken Quellen (Beitrage Zur Altertumskunde) (German Edition) by Matthias Schondube (2011)",,,,\\$aYour library,00740    a2200181 i 4500
5614,80799754,MePoLT,20250518141642.0,\\$a3110229927,\\$aMePoLT$cMePoLT$erda,\4$aQ 124.95 .W7 2010,\4$a509.3,"1\$aImhausen, Annette.","10$aWritings of Early Scholars in the Ancient Near East, Egypt, Rome, and Greece.","\1$aBerlin/Boston$b de Gruyter, 2010.",\\$a436  p.,"\\$aWritings of Early Scholars in the Ancient Near East, Egypt, Rome, and Greece by Annette Imhausen (2010)",,,,\\$aYour library,00566    a2200181 i 4500
5615,80799979,MePoLT,20250518141642.0,\\$a0415059151,\\$aMePoLT$cMePoLT$erda,\4$aDG 231 .S35 1980,\4$a937.02,"1\$aScullard, H.H.",10$aA History of the Roman World 753-146 BC.,"\1$aRoutledge (1991), Edition$b 4, Paperback, 576 pages,$c1991.",\\$a576  p.,\\$aA History of the Roman World 753-146 BC by H.H. Scullard (1991),,,,\\$aYour library,00511    a2200181 i 4500
5616,81023181,MePoLT,20250518141642.0,\\$a3110254549,\\$aMePoLT$cMePoLT$erda,\4$aPA 6650 .G4 A9 2011,\4$a808.5,"1\$aAx, Wolfram.","10$aQuintilians Grammatik (Inst.orat. 1,4-8): Texte, bersetzung und Kommentare.","\1$aBerlin/Boston$b de Gruyter, 2011.",\\$a410  p.,"\\$aQuintilians Grammatik (Inst.orat. 1,4-8): Texte, bersetzung und Kommentare by Wolfram Ax (2011)",,,,\\$aYour library,00552    a2200181 i 4500
5617,81752387,MePoLT,20250518141642.0,\\$a0715634917,\\$aMePoLT$cMePoLT$erda,\4$aPA 4236 .L1 2007,\4$a792.30938,"1\$aLada-Richards, Ismene.",10$aSilent Eloquence: Lucian and Pantomime Dancing (Classical Literature and Society).,"\1$aLondon$b Duckworth Publishers, 2007",\\$a192  p.,\\$aSilent Eloquence: Lucian and Pantomime Dancing (Classical Literature and Society) by Ismene Lada-Richards (2007),,,,\\$aYour library,00589    a2200181 i 4500
5618,81752841,MePoLT,20250518141642.0,\\$a0691000522,\\$aMePoLT$cMePoLT$erda,\4$aB 505 .N87 1994,\4$a170.938,"1\$aNussbaum, Martha C.",10$aThe Therapy of Desire: Theory and Practice in Hellenistic Ethics.,"\1$bPrinceton University Press,$c1996.",\\$a572  p.,\\$aThe Therapy of Desire: Theory and Practice in Hellenistic Ethics by Martha C. Nussbaum (1994),,,,\\$aYour library,00546    a2200181 i 4500
5619,81753319,MePoLT,20250518141642.0,\\$a0521446678,\\$aMePoLT$cMePoLT$erda,\4$aB 188 .C35 1999,\4$a182,"1\$aLong, A. A.",10$aThe Cambridge Companion to Early Greek Philosophy (Cambridge Companions to Philosophy).,"\1$aCambridge University Press (1999), Edition$b 0, Paperback, 460 pages,$c1999.",\\$a460  p.,\\$aThe Cambridge Companion to Early Greek Philosophy (Cambridge Companions to Philosophy) by A. A. Long (1999),,,,\\$aYour library,00612    a2200181 i 4500
5620,81892245,MePoLT,20250518141642.0,\\$a0872202992,\\$aMePoLT$cMePoLT$erda,\4$aPA 351 .D4 1950,\4$a489.35,"1\$aDenniston, John Dewar.",10$aThe Greek Particles.,"\1$aHackett Publishing Company (1996), Edition$b 2nd, Hardcover, 742 pages,$c1996.",\\$a742  p.,\\$aThe Greek Particles by John Dewar Denniston (1996),"\\$atwo copies of 2nd edition, one of 1st",,,\\$aYour library,00558    a2200193 i 4500
5621,82007735,MePoLT,20250518141642.0,\\$a0521789826,\\$aMePoLT$cMePoLT$erda,\4$aDC 33.2.W66 1998,\4$a944,"1\$aWoolf, Greg.",10$aBecoming Roman: The Origins of Provincial Civilization in Gaul.,"\1$bCambridge University Press,$c2000.",\\$a316  p.,\\$aBecoming Roman: The Origins of Provincial Civilization in Gaul by Greg Woolf (2000),,,,\\$aYour library,00524    a2200181 i 4500
5622,82007806,MePoLT,20250518141642.0,\\$a0521423570,\\$aMePoLT$cMePoLT$erda,\4$aBL 785 .Z3513 1992,\4$a292.08,"1\$aZaidman, Louise Bruit.",10$aReligion in the Ancient Greek City.,"\1$bCambridge University Press,$c1993.",\\$a302  p.,\\$aReligion in the Ancient Greek City by Louise Bruit Zaidman (1993),,,,\\$aYour library,00493    a2200181 i 4500
5623,82007978,MePoLT,20250518141642.0,\\$a159740537X,\\$aMePoLT$cMePoLT$erda,\4$aDF 222 .O12 2008,\4$a307.7,"1\$aOsborne, Robin.",10$aClassical Landscape with Figures: The Ancient Greek City and its Countryside.,"\1$bACLS Humanities E-Book,$c2008.",\\$a224  p.,\\$aClassical Landscape with Figures: The Ancient Greek City and its Countryside by Robin Osborne (2008),,,,\\$aYour library,00556    a2200181 i 4500
5624,82008313,MePoLT,20250518141643.0,\\$a0521893925,\\$aMePoLT$cMePoLT$erda,\4$aDG 83.3 .S24 2002,\4$a937.07,"1\$aSaller, Richard P.",10$aPersonal Patronage under the Early Empire.,"\1$aCambridge, UK/London/New York/Rochelle/Melbourne/Sydney$b Cambridge University Press, 2002.",\\$a236  p.,\\$aPersonal Patronage under the Early Empire by Richard P. Saller (2002),,,,\\$aYour library,00556    a2200181 i 4500
5625,82008587,MePoLT,20250518141643.0,\\$a0415121671,\\$aMePoLT$cMePoLT$erda,\4$aU 35 .W341 1993,\4$a355.00937,"1\$aRich, John.",10$aWar and Society in the Roman World.,"\1$aLondon/New York$b Routledge, 1995.",\\$a320  p.,\\$aWar and Society in the Roman World by John Rich (1995),,,,\\$aYour library,00471    a2200181 i 4500
5626,82712032,MePoLT,20250518141643.0,\\$a0915932040,\\$aMePoLT$cMePoLT$erda,\4$aPA 26 .A53 1977,\4$a889.08,"1\$aD'Arms, John H.",10$aAncient and Modern: Essays in Honor of Gerald F. Else.,"\1$bTrillium Pr,$c1977.",\\$a234  p.,\\$aAncient and Modern: Essays in Honor of Gerald F. Else by John H. D'Arms (1977),,,,\\$aYour library,00500    a2200181 i 4500
5627,82712474,MePoLT,20250518141643.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 42 .E38 1927 v.3,\4$a912.3,"1\$aEhrle, Franciscus; Liebaert, Paulus.",10$aSpecimina codicum latinorum vaticanorum - Tabulae in usum scholarum.,"\1$bWalter De Gruyter,$c1927.",,"\\$aSpecimina codicum latinorum vaticanorum - Tabulae in usum scholarum by Franciscus; Liebaert Ehrle, Paulus (1927)",,\\$aoversize,,\\$aYour library,00552    a2200169 i 4500
5628,82712630,MePoLT,20250518141643.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 43 .A1 R52 1948,,"1\$aRichard, Marcel.",10$aRepertoire des bibliotheques et des catalogues de manuscrits grecs (Publications de l'institut de recherche et d'historie des textes I).,"\1$bCentre National de la Recherche Scientifique,$c1948.",,"\\$aPUBLICATIONS DE L'INSTITUT DE RECHERCHE ET D'HISTOIRE DES TEXTES, I: REPERTOIRE DES BIBLIOTHEQUES ET DES CATALOGUES DE MANUSCRITS GRECS. by Marcel. Richard (1948)",,,,\\$aYour library,00629    a2200145 i 4500
5629,82712798,MePoLT,20250518141643.0,\\$a0888443684,\\$aMePoLT$cMePoLT$erda,\4$aPA 43 .F58 1992,\4$a011.31,"1\$aFitzgerald, William.",10$aOcelli Nominum: Names and Shelf Marks of Famous/Familiar Manuscripts (Subsidia Mediaevalia).,"\1$bPontifical Institute of Mediaeval Studies,$c1992.",\\$a170  p.,\\$aOcelli Nominum: Names and Shelf Marks of Famous/Familiar Manuscripts (Subsidia Mediaevalia) by William Fitzgerald (1992),,,,\\$aYour library,00615    a2200181 i 4500
5630,82712960,MePoLT,20250518141643.0,\\$a089005049X,\\$aMePoLT$cMePoLT$erda,\4$aPA 43 .O55 1974,\4$a481.7,"1\$aOikonomides, Al. N.","10$aAbbreviations in Greek Inscriptions: Papyri, Manuscripts, and Early Printed Books.","\1$bAres Pub,$c1986.",,"\\$aAbbreviations in Greek Inscriptions: Papyri, Manuscripts, and Early Printed Books by Al. N. Oikonomides (1986)",,,,\\$aYour library,00536    a2200169 i 4500
5631,82939575,MePoLT,20250518141643.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 43 .S80 1925,,"1\$aSchiaparelli, Luigi.",10$aAvviamento allo studio delle abbreviature latine nel Medioevo..,"\1$aFirenze: Leo S. Olschki, Editore (1926), Edition$b 1ST, Paperback, 99 pages,$c1926.",\\$a99  p.,\\$aAvviamento allo studio delle abbreviature latine nel Medioevo. by Luigi Schiaparelli (1926),,,,\\$aYour library,00540    a2200157 i 4500
5632,82939658,MePoLT,20250518141643.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 44 .T467 1906,\4$a481.7,"1\$aThompson, Edward Maunde.",10$aHandbook of Greek and Latin palaeography.,,\\$a80  p.,\\$aHandbook of Greek and Latin palaeography by Edward Maunde Thompson (1906),,,,\\$aYour library,00427    a2200157 i 4500
5633,82939759,MePoLT,20250518141643.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 44.1 .W346 1895,\4$a481.71,"1\$aWattenbach, Wilhelm.",10$aAnleitung zur griechischen Palaeographie.,,,\\$aAnleitung zur griechischen Palaeographie: mit zwlf Schrifttafeln by Wilhelm Wattenbach (1867),,,,\\$aYour library,00423    a2200145 i 4500
5634,83580974,MePoLT,20250518141643.0,\\$a0472118021,\\$aMePoLT$cMePoLT$erda,\4$aPA 85 .K45 P44 2012,\4$a880.092,"1\$aPedley, John G.","10$aThe Life and Work of Francis Willey Kelsey: Archaeology, Antiquity, and the Arts.","\1$bUniversity of Michigan Press,$c2011.",\\$a480  p.,"\\$aThe Life and Work of Francis Willey Kelsey: Archaeology, Antiquity, and the Arts by John G Pedley (2011)",,,,\\$aYour library,00575    a2200181 i 4500
5635,83584093,MePoLT,20250518141643.0,\\$a0472103717,\\$aMePoLT$cMePoLT$erda,\4$aPN 162 .P25 1993,\4$a801.959,"1\$aBornstein, George.",10$aPalimpsest: Editorial Theory in the Humanities.,"\1$aAnn Arbor$b University of Michigan Press, 1993.",\\$a328  p.,\\$aPalimpsest: Editorial Theory in the Humanities by George Bornstein (1993),,,,\\$aYour library,00521    a2200181 i 4500
5636,83934393,MePoLT,20250518141644.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 47 .D31 1959,\4$a410,"1\$aDahlmann, Hellfried.",10$aStudien zur Textgeschichte und Textkritik.,"\1$bWestdeutscher Verlag,$c1959.",,\\$aStudien zur Textgeschichte und Textkritik by Hellfried Dahlmann (1959),,,,\\$aYour library,00440    a2200157 i 4500
5637,83934574,MePoLT,20250518141644.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 47 .G388 1961,,"1\$aHunger, Herbert.","10$aGeschichte Der Textuberlieferung Der Antiken Und Mitelalterlichen Literatur, Band I: Antikes und Mittelalterliches Buch-und Schriftwesen: Uberlieferungsgeschichte Der Antiken Literatur.","\1$bAtlantis Verlag,$c1961.",,"\\$aGeschichte Der Textuberlieferung Der Antiken Und Mitelalterlichen Literatur, Band I: Antikes und Mittelalterliches Buch-und Schriftwesen: Uberlieferungsgeschichte Der Antiken Literatur by Herbert Hunger (1961)",,,,\\$aYour library,00694    a2200145 i 4500
